"Color","University.Name","Completion.Rate..4.year.institutions","Undergraduate.Enrollment","Year"
"Normal","Washington State University",67,23585,"2014_15"
"Normal","University of Washington-Seattle Campus",84,29468,"2014_15"
"Normal","Western Washington University",72,14054,"2014_15"
"Normal","Whitman College",87,1480,"2014_15"
"Normal","Whitworth University",75,2340,"2014_15"
"Normal","Alderson Broaddus University",45,1024,"2014_15"
"Normal","Appalachian Bible College",62,196,"2014_15"
"Normal","Bethany College",47,716,"2014_15"
"Normal","Bluefield State College",34,1529,"2014_15"
"Normal","University of Charleston",35,1513,"2014_15"
"Normal","Concord University",34,2234,"2014_15"
"Normal","Davis & Elkins College",37,839,"2014_15"
"Normal","Fairmont State University",33,3699,"2014_15"
"Normal","Glenville State College",32,1378,"2014_15"
"Normal","Marshall University",44,8871,"2014_15"
"Normal","Ohio Valley University",35,387,"2014_15"
"Normal","Shepherd University",40,3489,"2014_15"
"Normal","West Virginia State University",24,2237,"2014_15"
"Normal","West Liberty University",40,2264,"2014_15"
"Normal","West Virginia University Institute of Technology",19,1115,"2014_15"
"Normal","West Virginia Wesleyan College",58,1375,"2014_15"
"Normal","West Virginia University",57,21945,"2014_15"
"Normal","Wheeling University",64,1131,"2014_15"
"Normal","Alverno College",36,1689,"2014_15"
"Normal","Bellin College",64,305,"2014_15"
"Normal","Beloit College",80,1225,"2014_15"
"Normal","Cardinal Stritch University",47,2304,"2014_15"
"Normal","Carroll University",61,2934,"2014_15"
"Normal","Carthage College",61,2835,"2014_15"
"Normal","Concordia University-Wisconsin",61,4280,"2014_15"
"Normal","Edgewood College",62,1863,"2014_15"
"Normal","Lakeland University",53,2262,"2014_15"
"Normal","Lawrence University",80,1483,"2014_15"
"Normal","Maranatha Baptist University",44,760,"2014_15"
"Normal","Marian University",56,1588,"2014_15"
"Normal","Marquette University",79,8212,"2014_15"
"Normal","Milwaukee Institute of Art & Design",54,622,"2014_15"
"Normal","Milwaukee School of Engineering",56,2592,"2014_15"
"Normal","Mount Mary University",49,716,"2014_15"
"Normal","Northland International University",57,150,"2014_15"
"Normal","Northland College",46,575,"2014_15"
"Normal","Ripon College",68,820,"2014_15"
"Normal","Saint Norbert College",70,2052,"2014_15"
"Normal","Holy Family College",39,296,"2014_15"
"Normal","Viterbo University",48,2019,"2014_15"
"Normal","University of Wisconsin-Whitewater",58,10533,"2014_15"
"Normal","University of Wisconsin-Eau Claire",68,9987,"2014_15"
"Normal","University of Wisconsin-Green Bay",51,5674,"2014_15"
"Normal","University of Wisconsin-La Crosse",68,9492,"2014_15"
"Normal","Wisconsin Lutheran College",61,1060,"2014_15"
"Normal","University of Wisconsin-Oshkosh",54,10337,"2014_15"
"Normal","University of Wisconsin-Parkside",31,4274,"2014_15"
"Normal","Herzing University-Madison",42,2350,"2014_15"
"Normal","University of Wisconsin-Stout",53,8094,"2014_15"
"Normal","University of Wisconsin-Superior",43,2353,"2014_15"
"Normal","University of Wisconsin-Madison",84,29302,"2014_15"
"Normal","University of Wisconsin-Milwaukee",44,21577,"2014_15"
"Normal","University of Wisconsin-Platteville",52,7888,"2014_15"
"Normal","University of Wisconsin-River Falls",54,5381,"2014_15"
"Normal","University of Wisconsin-Stevens Point",60,8880,"2014_15"
"Normal","University of Wyoming",54,9910,"2014_15"
"Normal","University of Guam",29,3607,"2014_15"
"Normal","American University of Puerto Rico",22,742,"2014_15"
"Normal","American University of Puerto Rico",30,889,"2014_15"
"Normal","Universidad Adventista de las Antillas",34,1223,"2014_15"
"Normal","Atlantic University College",36,1425,"2014_15"
"Normal","Universidad Central de Bayamon",62,1794,"2014_15"
"Normal","Caribbean University-Bayamon",23,1613,"2014_15"
"Normal","Caribbean University-Carolina",31,575,"2014_15"
"Normal","Pontifical Catholic University of Puerto Rico-Arecibo",24,616,"2014_15"
"Normal","Pontifical Catholic University of Puerto Rico-Ponce",31,5730,"2014_15"
"Normal","Universidad Teologica del Caribe",31,199,"2014_15"
"Normal","Colegio Universitario de San Juan",33,1405,"2014_15"
"Normal","Universidad Ana G. Mendez-Cupey Campus",26,11529,"2014_15"
"Normal","Conservatory of Music of Puerto Rico",57,414,"2014_15"
"Normal","Escuela de Artes Plasticas y Diseno de Puerto Rico",37,555,"2014_15"
"Normal","Inter American University of Puerto Rico-San German",36,4395,"2014_15"
"Normal","Inter American University of Puerto Rico-Aguadilla",31,4300,"2014_15"
"Normal","Inter American University of Puerto Rico-Arecibo",30,4202,"2014_15"
"Normal","Inter American University of Puerto Rico-Barranquitas",37,2107,"2014_15"
"Normal","Inter American University of Puerto Rico-Metro",32,6747,"2014_15"
"Normal","Inter American University of Puerto Rico-Ponce",29,5305,"2014_15"
"Normal","Inter American University of Puerto Rico-Fajardo",27,2076,"2014_15"
"Normal","Inter American University of Puerto Rico-Guayama",32,2059,"2014_15"
"Normal","Inter American University of Puerto Rico-Bayamon",29,4679,"2014_15"
"Normal","University of Puerto Rico-Aguadilla",34,2849,"2014_15"
"Normal","University of Puerto Rico-Arecibo",39,3729,"2014_15"
"Normal","University of Puerto Rico-Bayamon",35,4823,"2014_15"
"Normal","University of Puerto Rico-Carolina",36,3721,"2014_15"
"Normal","University of Puerto Rico-Cayey",43,3686,"2014_15"
"Normal","University of Puerto Rico-Humacao",44,3497,"2014_15"
"Normal","University of Puerto Rico-Mayaguez",41,10914,"2014_15"
"Normal","University of Puerto Rico-Ponce",38,3230,"2014_15"
"Normal","University of Puerto Rico-Rio Piedras",47,12086,"2014_15"
"Normal","Universidad Ana G. Mendez-Carolina Campus",22,12198,"2014_15"
"Normal","Universidad del Sagrado Corazon",31,4596,"2014_15"
"Normal","Universidad Politecnica de Puerto Rico",22,3759,"2014_15"
"Normal","Pontifical Catholic University of Puerto Rico-Mayaguez",25,1391,"2014_15"
"Normal","Universidad Ana G. Mendez-Gurabo Campus",21,14596,"2014_15"
"Normal","University of the Virgin Islands",26,1971,"2014_15"
"Normal","Stanford University",95,7018,"2014_15"
"Normal","Purdue University-Main Campus",73,29977,"2014_15"
"Normal","Widener University-Delaware Law School",80,89,"2014_15"
"Normal","St. John's College",50,340,"2014_15"
"Normal","Bais Medrash Elyon",50,67,"2014_15"
"Normal","Antioch University-Seattle",3,164,"2014_15"
"Normal","Mid-America Christian University",31,2044,"2014_15"
"Normal","Yeshiva Gedolah of Greater Detroit",21,62,"2014_15"
"Normal","National American University-Albuquerque",50,352,"2014_15"
"Normal","South University-Columbia",15,1022,"2014_15"
"Normal","Platt College-Aurora",75,209,"2014_15"
"Normal","Purdue University Global-Davenport",21,40335,"2014_15"
"Normal","Christian Life College",50,38,"2014_15"
"Normal","New College of Florida",69,834,"2014_15"
"Normal","Montana Bible College",25,77,"2014_15"
"Normal","Yeshivah Gedolah Rabbinical College",5,52,"2014_15"
"Normal","Caribbean University-Ponce",28,1037,"2014_15"
"Normal","Caribbean University-Vega Baja",32,460,"2014_15"
"Normal","University of Advancing Technology",31,784,"2014_15"
"Normal","California State University-San Marcos",49,11506,"2014_15"
"Normal","Argosy University-Hawaii",67,419,"2014_15"
"Normal","McNally Smith College of Music",43,473,"2014_15"
"Normal","Colorado Heights University",59,107,"2014_15"
"Normal","Hodges University",29,1680,"2014_15"
"Normal","Argosy University-Atlanta",0,422,"2014_15"
"Normal","Yeshiva Gedolah Imrei Yosef D'spinka",67,122,"2014_15"
"Normal","Northwest College of Art & Design",72,94,"2014_15"
"Normal","University of Washington-Bothell Campus",67,4378,"2014_15"
"Normal","University of Washington-Tacoma Campus",55,3788,"2014_15"
"Normal","University of Phoenix-Utah",21,804,"2014_15"
"Normal","University of Phoenix-Puerto Rico",24,307,"2014_15"
"Normal","Beacon College",52,223,"2014_15"
"Normal","University of the Potomac-Washington DC Campus",16,253,"2014_15"
"Normal","Rabbi Jacob Joseph School",11,84,"2014_15"
"Normal","Everglades University",51,1284,"2014_15"
"Normal","College of Biblical Studies-Houston",0,482,"2014_15"
"Normal","Watkins College of Art Design & Film",40,288,"2014_15"
"Normal","Mt Sierra College",29,466,"2014_15"
"Normal","Soka University of America",79,411,"2014_15"
"Normal","World Mission University",45,139,"2014_15"
"Normal","Colorado Technical University-Sioux Falls",29,93,"2014_15"
"Normal","Southwest University of Visual Arts-Albuquerque",88,202,"2014_15"
"Normal","Yeshivas Novominsk",3,129,"2014_15"
"Normal","Rabbinical College of Ohr Shimon Yisroel",43,164,"2014_15"
"Normal","University of Phoenix-New Mexico",19,1238,"2014_15"
"Normal","Westwood College-Dupage",28,157,"2014_15"
"Normal","Arizona State University-West",59,3280,"2014_15"
"Normal","California State University-Monterey Bay",45,5924,"2014_15"
"Normal","Argosy University-The Art Institute of California-Hollywood",31,1602,"2014_15"
"Normal","Capella University",0,8738,"2014_15"
"Normal","Baker College Center for Graduate Studies",20,3905,"2014_15"
"Normal","Johnson & Wales University-North Miami",44,1890,"2014_15"
"Normal","Trine University-Regional/Non-Traditional Campuses",0,542,"2014_15"
"Normal","Messenger College",10,166,"2014_15"
"Normal","Argosy University-Northern Virginia",100,114,"2014_15"
"Normal","University of Phoenix-Hawaii",24,1407,"2014_15"
"Normal","Yeshiva D'monsey Rabbinical College",29,52,"2014_15"
"Normal","Arizona State University-Polytechnic",59,3726,"2014_15"
"Normal","Argosy University-Schaumburg",100,84,"2014_15"
"Normal","Embry-Riddle Aeronautical University-Worldwide",23,9625,"2014_15"
"Normal","Argosy University-Tampa",33,131,"2014_15"
"Normal","The Illinois Institute of Art-Schaumburg",51,902,"2014_15"
"Normal","The Art Institute of Phoenix",35,1009,"2014_15"
"Normal","Colorado Technical University-Greenwood Village",29,524,"2014_15"
"Normal","Strayer University-Maryland",22,1950,"2014_15"
"Normal","New Hampshire Institute of Art",52,442,"2014_15"
"Normal","Yeshiva of the Telshe Alumni",24,116,"2014_15"
"Normal","University of Phoenix-Washington",25,607,"2014_15"
"Normal","University of Phoenix-Oregon",18,496,"2014_15"
"Normal","Argosy University-The Art Institute of California-Los Angeles",30,1436,"2014_15"
"Normal","American University of Health Sciences",75,274,"2014_15"
"Normal","Western Governors University",17,44499,"2014_15"
"Normal","Florida Gulf Coast University",49,13253,"2014_15"
"Normal","Michigan Jewish Institute",38,798,"2014_15"
"Normal","University of Phoenix-Maryland",15,395,"2014_15"
"Normal","Argosy University-Phoenix",0,205,"2014_15"
"Normal","Argosy University-Orange County",0,222,"2014_15"
"Normal","International Baptist College and Seminary",44,52,"2014_15"
"Normal","University of Connecticut-Waterbury Campus",52,2272,"2014_15"
"Normal","University of Connecticut-Avery Point",54,670,"2014_15"
"Normal","University of Connecticut-Stamford",48,1336,"2014_15"
"Normal","Westwood College-Anaheim",35,588,"2014_15"
"Normal","American InterContinental University-Atlanta",23,761,"2014_15"
"Normal","American InterContinental University-South Florida",40,46,"2014_15"
"Normal","Argosy University-Seattle",0,152,"2014_15"
"Normal","University of Phoenix-Ohio",11,482,"2014_15"
"Normal","The King's University",67,473,"2014_15"
"Normal","Pacific Islands University",96,65,"2014_15"
"Normal","Acupuncture and Massage College",46,37,"2014_15"
"Normal","ITT Technical Institute-Green Bay",44,109,"2014_15"
"Normal","The Art Institute of Washington",27,1194,"2014_15"
"Normal","University of Phoenix-Massachusetts",5,179,"2014_15"
"Normal","University of Phoenix-Wisconsin",8,284,"2014_15"
"Normal","University of Phoenix-Idaho",13,228,"2014_15"
"Normal","Westwood College-Inland Empire",35,828,"2014_15"
"Normal","National American University-Ellsworth AFB Extension",25,263,"2014_15"
"Normal","National American University-Albuquerque West",0,295,"2014_15"
"Normal","Pillar College",31,459,"2014_15"
"Normal","Sanford-Brown College-Orlando",25,211,"2014_15"
"Normal","Apex School of Theology",91,596,"2014_15"
"Normal","Universidad Pentecostal Mizpa",29,340,"2014_15"
"Normal","Nevada State College",14,3254,"2014_15"
"Normal","California State University-Channel Islands",62,5649,"2014_15"
"Normal","Argosy University-The Art Institute of California-Orange County",35,1417,"2014_15"
"Normal","Franklin W Olin College of Engineering",95,334,"2014_15"
"Normal","University of Phoenix-Illinois",7,781,"2014_15"
"Normal","University of the Potomac-VA Campus",11,77,"2014_15"
"Normal","National American University-Overland Park",0,382,"2014_15"
"Normal","Faith International University",82,144,"2014_15"
"Normal","Family of Faith Christian University",100,22,"2014_15"
"Normal","Williamson Christian College",67,62,"2014_15"
"Normal","DigiPen Institute of Technology",54,932,"2014_15"
"Normal","University of Phoenix-Indiana",9,275,"2014_15"
"Normal","Westwood College-Chicago Loop",19,381,"2014_15"
"Normal","Strayer University-Tennessee",38,1273,"2014_15"
"Normal","Strayer University-Pennsylvania",7,1537,"2014_15"
"Normal","Colorado Technical University-Online",25,18566,"2014_15"
"Normal","Baptist University of the Americas",22,168,"2014_15"
"Normal","Beis Medrash Heichal Dovid",6,93,"2014_15"
"Normal","Jones International University",24,1195,"2014_15"
"Normal","Charlotte Christian College and Theological Seminary",19,103,"2014_15"
"Normal","The Art Institute of Tucson",23,388,"2014_15"
"Normal","American InterContinental University",37,10542,"2014_15"
"Normal","International Academy of Design and Technology-Troy",14,133,"2014_15"
"Normal","American InterContinental University-Houston",35,430,"2014_15"
"Normal","University of California-Merced",64,5884,"2014_15"
"Normal","University of Phoenix-New Jersey",13,371,"2014_15"
"Normal","University of Phoenix-Minnesota",9,132,"2014_15"
"Normal","University of Phoenix-Kentucky",16,184,"2014_15"
"Normal","Neumont College of Computer Science",62,431,"2014_15"
"Normal","Ave Maria University",41,1019,"2014_15"
"Normal","Ecclesia College",3,164,"2014_15"
"Normal","Uta Mesivta of Kiryas Joel",60,1634,"2014_15"
"Normal","Harrisburg University of Science and Technology",21,304,"2014_15"
"Normal","University of Phoenix-Iowa",0,30,"2014_15"
"Normal","Sanford-Brown College-Las Vegas",31,283,"2014_15"
"Normal","Sanford-Brown College-Seattle",23,299,"2014_15"
"Normal","United States University",28,246,"2014_15"
"Normal","Argosy University-Los Angeles",0,297,"2014_15"
"Normal","SAE Expression College",63,445,"2014_15"
"Normal","Georgia Gwinnett College",27,10387,"2014_15"
"Normal","SUM Bible College and Theological Seminary",21,463,"2014_15"
"Normal","Careers Unlimited",100,177,"2014_15"
"Normal","Doane University-Graduate and Professional Studies",0,656,"2014_15"
"Normal","Shorter University-College of Adult & Professional Programs",48,677,"2014_15"
"Normal","The Art Institute of Indianapolis",35,834,"2014_15"
"Normal","University of Phoenix-South Carolina",9,487,"2014_15"
"Normal","Westwood College-Annandale",24,264,"2014_15"
"Normal","Argosy University-Denver",0,125,"2014_15"
"Normal","University of Phoenix-Connecticut",50,19,"2014_15"
"Normal","University of South Florida-St Petersburg",32,3829,"2014_15"
"Normal","Arizona State University-Downtown Phoenix",58,9113,"2014_15"
"Normal","The Art Institute of Tennessee-Nashville",45,822,"2014_15"
"Normal","Strayer University-Florida",44,1919,"2014_15"
"Normal","American Public University System",46,44924,"2014_15"
"Normal","Bais Medrash Toras Chesed",19,111,"2014_15"
"Normal","Visible Music College",50,112,"2014_15"
"Normal","University of the West",100,116,"2014_15"
"Normal","South University-Tampa",14,593,"2014_15"
"Normal","Averett University-Non-Traditional Programs",0,702,"2014_15"
"Normal","The Art Institute of Salt Lake City",35,375,"2014_15"
"Normal","The Art Institute of Charleston",36,554,"2014_15"
"Normal","Argosy University-The Art Institute of California-Sacramento",31,993,"2014_15"
"Normal","Strayer University-Delaware",50,234,"2014_15"
"Normal","Strayer University-Alabama",0,422,"2014_15"
"Normal","International Academy of Design and Technology-Sacramento",38,60,"2014_15"
"Normal","University of Phoenix-Alabama",10,198,"2014_15"
"Normal","Sanford-Brown College-San Antonio",44,418,"2014_15"
"Normal","University of Phoenix-Washington DC",15,251,"2014_15"
"Normal","Argosy University-Inland Empire",0,367,"2014_15"
"Normal","Columbia Southern University",44,15286,"2014_15"
"Normal","Trident University International",46,2902,"2014_15"
"Normal","Digital Media Arts College",31,289,"2014_15"
"Normal","Yeshiva Toras Chaim",2,215,"2014_15"
"Normal","Talmudical Seminary of Bobov",48,345,"2014_15"
"Normal","The Art Institute of Austin",38,1189,"2014_15"
"Normal","Argosy University-The Art Institute of California-Silicon Valley",43,436,"2014_15"
"Normal","The Art Institutes International-Kansas City",17,376,"2014_15"
"Normal","Strayer University-North Carolina",12,2494,"2014_15"
"Normal","Strayer University-New Jersey",9,646,"2014_15"
"Normal","The King's College",53,482,"2014_15"
"Normal","Chamberlain University-Illinois",100,13271,"2014_15"
"Normal","Chamberlain University-Arizona",40,568,"2014_15"
"Normal","Yeshiva of Machzikai Hadas",39,373,"2014_15"
"Normal","Providence Christian College",60,91,"2014_15"
"Normal","Argosy University-Phoenix Online Division",7,8349,"2014_15"
"Normal","Polytechnic University of Puerto Rico-Orlando",50,69,"2014_15"
"Normal","Globe University-Minneapolis",0,51,"2014_15"
"Normal","Pacific Rim Christian University",100,96,"2014_15"
"Normal","National University College-Ponce",31,1240,"2014_15"
"Normal","Strayer University-Georgia",19,3623,"2014_15"
"Normal","Strayer University-South Carolina",20,1206,"2014_15"
"Normal","Strayer University-Global Region",13,2738,"2014_15"
"Normal","Georgia Central University",64,165,"2014_15"
"Normal","Keser Torah-Mayan Hatalmud",5,41,"2014_15"
"Normal","John Paul the Great Catholic University",60,195,"2014_15"
"Normal","Chamberlain University-Missouri",33,508,"2014_15"
"Normal","Rio Grande Bible Institute",67,128,"2014_15"
"Normal","Criswell College",32,253,"2014_15"
"Normal","Yeshiva Gedolah Zichron Leyma",0,28,"2014_15"
"Normal","Be'er Yaakov Talmudic Seminary",84,382,"2014_15"
"Normal","Pennsylvania State University-World Campus",25,5736,"2014_15"
"Normal","Warner Pacific University Professional and Graduate Studies",41,664,"2014_15"
"Normal","Grace Mission University",46,73,"2014_15"
"Normal","Mid-South Christian College",100,21,"2014_15"
"Normal","Yeshiva Gedolah Kesser Torah",67,67,"2014_15"
"Normal","Yeshiva Yesodei Hatorah",50,69,"2014_15"
"Normal","Augusta University",30,5030,"2014_15"
"Normal","Middle Georgia State University",14,7487,"2014_15"
"Normal","DeVry College of New York",26,1301,"2014_15"
"Normal","DeVry University-Arizona",41,991,"2014_15"
"Normal","DeVry University-California",35,6435,"2014_15"
"Normal","DeVry University-Colorado",37,747,"2014_15"
"Normal","DeVry University-Florida",41,1962,"2014_15"
"Normal","DeVry University-Georgia",29,2265,"2014_15"
"Normal","DeVry University-Illinois",32,18055,"2014_15"
"Normal","DeVry University-Indiana",29,249,"2014_15"
"Normal","DeVry University-Maryland",100,17,"2014_15"
"Normal","DeVry University-Michigan",0,185,"2014_15"
"Normal","DeVry University-Minnesota",25,231,"2014_15"
"Normal","DeVry University-Missouri",31,613,"2014_15"
"Normal","DeVry University-Nevada",18,291,"2014_15"
"Normal","DeVry University-New Jersey",31,1314,"2014_15"
"Normal","DeVry University-North Carolina",11,414,"2014_15"
"Normal","DeVry University-Ohio",40,2314,"2014_15"
"Normal","DeVry University-Oklahoma",11,141,"2014_15"
"Normal","DeVry University-Oregon",14,60,"2014_15"
"Normal","DeVry University-Pennsylvania",26,904,"2014_15"
"Normal","DeVry University-Tennessee",38,272,"2014_15"
"Normal","DeVry University-Texas",23,1982,"2014_15"
"Normal","DeVry University-Utah",0,26,"2014_15"
"Normal","DeVry University-Virginia",18,695,"2014_15"
"Normal","DeVry University-Washington",26,372,"2014_15"
"Normal","DeVry University-Wisconsin",50,136,"2014_15"
"Normal","University of North Georgia",25,14976,"2014_15"
"Normal","University of Phoenix-Arkansas",10,551,"2014_15"
"Normal","University of Phoenix-California",17,19657,"2014_15"
"Normal","University of Phoenix-Colorado",16,1350,"2014_15"
"Normal","University of Phoenix-Florida",18,3057,"2014_15"
"Normal","University of Phoenix-Georgia",15,2521,"2014_15"
"Normal","University of Phoenix-Louisiana",16,865,"2014_15"
"Normal","University of Phoenix-Michigan",11,1126,"2014_15"
"Normal","University of Phoenix-Missouri",9,952,"2014_15"
"Normal","University of Phoenix-Nevada",16,1708,"2014_15"
"Normal","University of Phoenix-North Carolina",14,684,"2014_15"
"Normal","University of Phoenix-Oklahoma",13,428,"2014_15"
"Normal","University of Phoenix-Tennessee",17,2252,"2014_15"
"Normal","University of Phoenix-Texas",16,4484,"2014_15"
"Normal","University of Phoenix-Virginia",12,1112,"2014_15"
"Normal","University of Phoenix-Pennsylvania",6,639,"2014_15"
