"Color","University.Name","Completion.Rate..4.year.institutions","Average.Cost.per.Academic.Year","Year"
"Normal","Concord University",34,13861,"2014_15"
"Normal","Davis & Elkins College",37,34587,"2014_15"
"Normal","Fairmont State University",33,15483,"2014_15"
"Normal","Glenville State College",32,20317,"2014_15"
"Normal","Marshall University",44,16981,"2014_15"
"Normal","Ohio Valley University",35,28026,"2014_15"
"Normal","Shepherd University",40,15813,"2014_15"
"Normal","West Virginia State University",24,14689,"2014_15"
"Normal","West Liberty University",40,19324,"2014_15"
"Normal","West Virginia University Institute of Technology",19,15130,"2014_15"
"Normal","West Virginia Wesleyan College",58,39927,"2014_15"
"Normal","West Virginia University",57,17585,"2014_15"
"Normal","Wheeling University",64,35527,"2014_15"
"Normal","Alverno College",36,32528,"2014_15"
"Normal","Bellin College",64,25605,"2014_15"
"Normal","Beloit College",80,50378,"2014_15"
"Normal","Cardinal Stritch University",47,37755,"2014_15"
"Normal","Carroll University",61,39312,"2014_15"
"Normal","Carthage College",61,47276,"2014_15"
"Normal","Concordia University-Wisconsin",61,38159,"2014_15"
"Normal","Edgewood College",62,36879,"2014_15"
"Normal","Lakeland University",53,34385,"2014_15"
"Normal","Lawrence University",80,51897,"2014_15"
"Normal","Maranatha Baptist University",44,24021,"2014_15"
"Normal","Marian University",56,34276,"2014_15"
"Normal","Marquette University",79,48364,"2014_15"
"Normal","Milwaukee Institute of Art & Design",54,41631,"2014_15"
"Normal","Milwaukee School of Engineering",56,45260,"2014_15"
"Normal","Mount Mary University",49,34931,"2014_15"
"Normal","Northland International University",57,25020,"2014_15"
"Normal","Northland College",46,40765,"2014_15"
"Normal","Ripon College",68,42703,"2014_15"
"Normal","Saint Norbert College",70,41736,"2014_15"
"Normal","Holy Family College",39,34641,"2014_15"
"Normal","Viterbo University",48,34310,"2014_15"
"Normal","University of Wisconsin-Whitewater",58,16950,"2014_15"
"Normal","University of Wisconsin-Eau Claire",68,18013,"2014_15"
"Normal","University of Wisconsin-Green Bay",51,17072,"2014_15"
"Normal","University of Wisconsin-La Crosse",68,17828,"2014_15"
"Normal","Wisconsin Lutheran College",61,35337,"2014_15"
"Normal","University of Wisconsin-Oshkosh",54,17260,"2014_15"
"Normal","University of Wisconsin-Parkside",31,15502,"2014_15"
"Normal","Herzing University-Madison",42,23053,"2014_15"
"Normal","University of Wisconsin-Stout",53,18461,"2014_15"
"Normal","University of Wisconsin-Superior",43,16780,"2014_15"
"Normal","University of Wisconsin-Madison",84,23839,"2014_15"
"Normal","University of Wisconsin-Milwaukee",44,20715,"2014_15"
"Normal","University of Wisconsin-Platteville",52,17333,"2014_15"
"Normal","University of Wisconsin-River Falls",54,17182,"2014_15"
"Normal","University of Wisconsin-Stevens Point",60,16411,"2014_15"
"Normal","University of Wyoming",54,18145,"2014_15"
"Normal","University of Guam",29,13852,"2014_15"
"Normal","American University of Puerto Rico",22,14807,"2014_15"
"Normal","American University of Puerto Rico",30,15094,"2014_15"
"Normal","Universidad Adventista de las Antillas",34,12584,"2014_15"
"Normal","Atlantic University College",36,9521,"2014_15"
"Normal","Universidad Central de Bayamon",62,11320,"2014_15"
"Normal","Caribbean University-Bayamon",23,8180,"2014_15"
"Normal","Caribbean University-Carolina",31,8536,"2014_15"
"Normal","Pontifical Catholic University of Puerto Rico-Arecibo",24,8627,"2014_15"
"Normal","Pontifical Catholic University of Puerto Rico-Ponce",31,10452,"2014_15"
"Normal","Universidad Teologica del Caribe",31,12426,"2014_15"
"Normal","Colegio Universitario de San Juan",33,5920,"2014_15"
"Normal","Universidad Ana G. Mendez-Cupey Campus",26,14371,"2014_15"
"Normal","Conservatory of Music of Puerto Rico",57,10301,"2014_15"
"Normal","Escuela de Artes Plasticas y Diseno de Puerto Rico",37,6748,"2014_15"
"Normal","Inter American University of Puerto Rico-San German",36,12627,"2014_15"
"Normal","Inter American University of Puerto Rico-Aguadilla",31,10799,"2014_15"
"Normal","Inter American University of Puerto Rico-Arecibo",30,12398,"2014_15"
"Normal","Inter American University of Puerto Rico-Barranquitas",37,10351,"2014_15"
"Normal","Inter American University of Puerto Rico-Metro",32,13477,"2014_15"
"Normal","Inter American University of Puerto Rico-Ponce",29,10924,"2014_15"
"Normal","Inter American University of Puerto Rico-Fajardo",27,10696,"2014_15"
"Normal","Inter American University of Puerto Rico-Guayama",32,12960,"2014_15"
"Normal","Inter American University of Puerto Rico-Bayamon",29,10251,"2014_15"
"Normal","University of Puerto Rico-Aguadilla",34,7529,"2014_15"
"Normal","University of Puerto Rico-Arecibo",39,10702,"2014_15"
"Normal","University of Puerto Rico-Bayamon",35,9112,"2014_15"
"Normal","University of Puerto Rico-Carolina",36,11325,"2014_15"
"Normal","University of Puerto Rico-Cayey",43,10757,"2014_15"
"Normal","University of Puerto Rico-Humacao",44,10669,"2014_15"
"Normal","University of Puerto Rico-Mayaguez",41,13929,"2014_15"
"Normal","University of Puerto Rico-Ponce",38,12025,"2014_15"
"Normal","University of Puerto Rico-Rio Piedras",47,7151,"2014_15"
"Normal","Universidad Ana G. Mendez-Carolina Campus",22,14202,"2014_15"
"Normal","Universidad del Sagrado Corazon",31,13126,"2014_15"
"Normal","Universidad Politecnica de Puerto Rico",22,19588,"2014_15"
"Normal","Pontifical Catholic University of Puerto Rico-Mayaguez",25,8716,"2014_15"
"Normal","Universidad Ana G. Mendez-Gurabo Campus",21,14089,"2014_15"
"Normal","University of the Virgin Islands",26,16540,"2014_15"
"Normal","Stanford University",95,60311,"2014_15"
"Normal","Purdue University-Main Campus",73,22879,"2014_15"
"Normal","Widener University-Delaware Law School",80,24366,"2014_15"
"Normal","St. John's College",50,59486,"2014_15"
"Normal","Antioch University-Seattle",3,35785,"2014_15"
"Normal","Mid-America Christian University",31,27355,"2014_15"
"Normal","Yeshiva Gedolah of Greater Detroit",21,12800,"2014_15"
"Normal","South University-Columbia",15,27913,"2014_15"
"Normal","Platt College-Aurora",75,41593,"2014_15"
"Normal","Purdue University Global-Davenport",21,22760,"2014_15"
"Normal","Christian Life College",50,15931,"2014_15"
"Normal","New College of Florida",69,19858,"2014_15"
"Normal","Caribbean University-Ponce",28,8438,"2014_15"
"Normal","Caribbean University-Vega Baja",32,9027,"2014_15"
"Normal","University of Advancing Technology",31,32809,"2014_15"
"Normal","California State University-San Marcos",49,17692,"2014_15"
"Normal","Argosy University-Hawaii",67,25471,"2014_15"
"Normal","McNally Smith College of Music",43,36787,"2014_15"
"Normal","Colorado Heights University",59,8458,"2014_15"
"Normal","Hodges University",29,23892,"2014_15"
"Normal","Argosy University-Atlanta",0,24854,"2014_15"
"Normal","Yeshiva Gedolah Imrei Yosef D'spinka",67,16675,"2014_15"
"Normal","Northwest College of Art & Design",72,31262,"2014_15"
"Normal","University of Washington-Bothell Campus",67,22747,"2014_15"
"Normal","University of Washington-Tacoma Campus",55,22120,"2014_15"
"Normal","University of Phoenix-Utah",21,23712,"2014_15"
"Normal","University of Phoenix-Puerto Rico",24,19700,"2014_15"
"Normal","Beacon College",52,46011,"2014_15"
"Normal","University of the Potomac-Washington DC Campus",16,24765,"2014_15"
"Normal","Rabbi Jacob Joseph School",11,18200,"2014_15"
"Normal","Everglades University",51,38384,"2014_15"
"Normal","College of Biblical Studies-Houston",0,32091,"2014_15"
"Normal","Watkins College of Art Design & Film",40,34118,"2014_15"
"Normal","Mt Sierra College",29,25776,"2014_15"
"Normal","Soka University of America",79,42076,"2014_15"
"Normal","World Mission University",45,20485,"2014_15"
"Normal","Southwest University of Visual Arts-Albuquerque",88,46279,"2014_15"
"Normal","Yeshivas Novominsk",3,16394,"2014_15"
"Normal","Rabbinical College of Ohr Shimon Yisroel",43,18136,"2014_15"
"Normal","University of Phoenix-New Mexico",19,22806,"2014_15"
"Normal","Westwood College-Dupage",28,30007,"2014_15"
"Normal","Arizona State University-West",59,20252,"2014_15"
"Normal","California State University-Monterey Bay",45,18655,"2014_15"
"Normal","Argosy University-The Art Institute of California-Hollywood",31,33908,"2014_15"
"Normal","Capella University",0,17994,"2014_15"
"Normal","Baker College Center for Graduate Studies",20,19118,"2014_15"
"Normal","Johnson & Wales University-North Miami",44,40291,"2014_15"
"Normal","Trine University-Regional/Non-Traditional Campuses",0,21420,"2014_15"
"Normal","Messenger College",10,21990,"2014_15"
"Normal","University of Phoenix-Hawaii",24,23796,"2014_15"
"Normal","Yeshiva D'monsey Rabbinical College",29,22410,"2014_15"
"Normal","Arizona State University-Polytechnic",59,21578,"2014_15"
"Normal","Embry-Riddle Aeronautical University-Worldwide",23,21412,"2014_15"
"Normal","Argosy University-Tampa",33,25063,"2014_15"
"Normal","The Illinois Institute of Art-Schaumburg",51,31380,"2014_15"
"Normal","The Art Institute of Phoenix",35,29650,"2014_15"
"Normal","Colorado Technical University-Greenwood Village",29,24552,"2014_15"
"Normal","Strayer University-Maryland",22,32064,"2014_15"
"Normal","New Hampshire Institute of Art",52,34371,"2014_15"
"Normal","Yeshiva of the Telshe Alumni",24,18000,"2014_15"
"Normal","University of Phoenix-Washington",25,23426,"2014_15"
"Normal","University of Phoenix-Oregon",18,24380,"2014_15"
"Normal","Argosy University-The Art Institute of California-Los Angeles",30,33573,"2014_15"
"Normal","American University of Health Sciences",75,27984,"2014_15"
"Normal","Western Governors University",17,13270,"2014_15"
"Normal","Florida Gulf Coast University",49,17539,"2014_15"
"Normal","Michigan Jewish Institute",38,15145,"2014_15"
"Normal","University of Phoenix-Maryland",15,23300,"2014_15"
"Normal","Argosy University-Phoenix",0,24672,"2014_15"
"Normal","Argosy University-Orange County",0,25431,"2014_15"
"Normal","International Baptist College and Seminary",44,25728,"2014_15"
"Normal","University of Connecticut-Waterbury Campus",52,13751,"2014_15"
"Normal","University of Connecticut-Avery Point",54,13942,"2014_15"
"Normal","University of Connecticut-Stamford",48,13766,"2014_15"
"Normal","Westwood College-Anaheim",35,28566,"2014_15"
"Normal","American InterContinental University-Atlanta",23,24877,"2014_15"
"Normal","Argosy University-Seattle",0,25847,"2014_15"
"Normal","University of Phoenix-Ohio",11,25094,"2014_15"
"Normal","The King's University",67,22740,"2014_15"
"Normal","Pacific Islands University",96,15022,"2014_15"
"Normal","Acupuncture and Massage College",46,19132,"2014_15"
"Normal","ITT Technical Institute-Green Bay",44,27115,"2014_15"
"Normal","The Art Institute of Washington",27,30586,"2014_15"
"Normal","University of Phoenix-Massachusetts",5,23300,"2014_15"
"Normal","University of Phoenix-Wisconsin",8,24380,"2014_15"
"Normal","University of Phoenix-Idaho",13,23900,"2014_15"
"Normal","Westwood College-Inland Empire",35,28745,"2014_15"
"Normal","National American University-Ellsworth AFB Extension",25,15102,"2014_15"
"Normal","Pillar College",31,27757,"2014_15"
"Normal","Sanford-Brown College-Orlando",25,21550,"2014_15"
"Normal","Apex School of Theology",91,10910,"2014_15"
"Normal","Universidad Pentecostal Mizpa",29,10573,"2014_15"
"Normal","Nevada State College",14,17725,"2014_15"
"Normal","California State University-Channel Islands",62,22555,"2014_15"
"Normal","Argosy University-The Art Institute of California-Orange County",35,31357,"2014_15"
"Normal","Franklin W Olin College of Engineering",95,61956,"2014_15"
"Normal","University of Phoenix-Illinois",7,24052,"2014_15"
"Normal","University of the Potomac-VA Campus",11,25308,"2014_15"
"Normal","Faith International University",82,24065,"2014_15"
"Normal","Family of Faith Christian University",100,20094,"2014_15"
"Normal","Williamson Christian College",67,18956,"2014_15"
"Normal","DigiPen Institute of Technology",54,39035,"2014_15"
"Normal","University of Phoenix-Indiana",9,23577,"2014_15"
"Normal","Westwood College-Chicago Loop",19,30411,"2014_15"
"Normal","Strayer University-Tennessee",38,32064,"2014_15"
"Normal","Strayer University-Pennsylvania",7,32064,"2014_15"
"Normal","Colorado Technical University-Online",25,19082,"2014_15"
"Normal","Baptist University of the Americas",22,15794,"2014_15"
"Normal","Beis Medrash Heichal Dovid",6,16500,"2014_15"
"Normal","Jones International University",24,20704,"2014_15"
"Normal","Charlotte Christian College and Theological Seminary",19,26423,"2014_15"
"Normal","The Art Institute of Tucson",23,29125,"2014_15"
"Normal","American InterContinental University",37,20945,"2014_15"
"Normal","American InterContinental University-Houston",35,24298,"2014_15"
"Normal","University of California-Merced",64,31883,"2014_15"
"Normal","University of Phoenix-New Jersey",13,22551,"2014_15"
"Normal","University of Phoenix-Minnesota",9,25460,"2014_15"
"Normal","University of Phoenix-Kentucky",16,23300,"2014_15"
"Normal","Neumont College of Computer Science",62,30963,"2014_15"
"Normal","Ave Maria University",41,36539,"2014_15"
"Normal","Ecclesia College",3,26336,"2014_15"
"Normal","Uta Mesivta of Kiryas Joel",60,16516,"2014_15"
"Normal","Harrisburg University of Science and Technology",21,27300,"2014_15"
"Normal","Sanford-Brown College-Las Vegas",31,21924,"2014_15"
"Normal","Sanford-Brown College-Seattle",23,22748,"2014_15"
"Normal","United States University",28,16676,"2014_15"
"Normal","Argosy University-Los Angeles",0,26169,"2014_15"
"Normal","SAE Expression College",63,31795,"2014_15"
"Normal","Georgia Gwinnett College",27,16039,"2014_15"
"Normal","SUM Bible College and Theological Seminary",21,27001,"2014_15"
"Normal","Doane University-Graduate and Professional Studies",0,19715,"2014_15"
"Normal","Shorter University-College of Adult & Professional Programs",48,31636,"2014_15"
"Normal","The Art Institute of Indianapolis",35,27320,"2014_15"
"Normal","University of Phoenix-South Carolina",9,23291,"2014_15"
"Normal","Westwood College-Annandale",24,31553,"2014_15"
"Normal","Argosy University-Denver",0,24368,"2014_15"
"Normal","University of South Florida-St Petersburg",32,18325,"2014_15"
"Normal","Arizona State University-Downtown Phoenix",58,23298,"2014_15"
"Normal","The Art Institute of Tennessee-Nashville",45,31898,"2014_15"
"Normal","Strayer University-Florida",44,32064,"2014_15"
"Normal","American Public University System",46,14542,"2014_15"
"Normal","Bais Medrash Toras Chesed",19,15000,"2014_15"
"Normal","Visible Music College",50,32600,"2014_15"
"Normal","University of the West",100,20075,"2014_15"
"Normal","South University-Tampa",14,27602,"2014_15"
"Normal","Averett University-Non-Traditional Programs",0,26575,"2014_15"
"Normal","The Art Institute of Salt Lake City",35,27173,"2014_15"
"Normal","The Art Institute of Charleston",36,32548,"2014_15"
"Normal","Argosy University-The Art Institute of California-Sacramento",31,32486,"2014_15"
"Normal","Strayer University-Alabama",0,32064,"2014_15"
"Normal","University of Phoenix-Alabama",10,23490,"2014_15"
"Normal","Sanford-Brown College-San Antonio",44,22155,"2014_15"
"Normal","University of Phoenix-Washington DC",15,23300,"2014_15"
"Normal","Argosy University-Inland Empire",0,26907,"2014_15"
"Normal","Columbia Southern University",44,12601,"2014_15"
"Normal","Trident University International",46,15233,"2014_15"
"Normal","Digital Media Arts College",31,24071,"2014_15"
"Normal","Yeshiva Toras Chaim",2,18243,"2014_15"
"Normal","Talmudical Seminary of Bobov",48,13441,"2014_15"
"Normal","The Art Institute of Austin",38,30833,"2014_15"
"Normal","Argosy University-The Art Institute of California-Silicon Valley",43,32559,"2014_15"
"Normal","The Art Institutes International-Kansas City",17,31064,"2014_15"
"Normal","Strayer University-North Carolina",12,32064,"2014_15"
"Normal","Strayer University-New Jersey",9,32064,"2014_15"
"Normal","The King's College",53,48437,"2014_15"
"Normal","Chamberlain University-Illinois",100,31266,"2014_15"
"Normal","Chamberlain University-Arizona",40,34098,"2014_15"
"Normal","Yeshiva of Machzikai Hadas",39,24260,"2014_15"
"Normal","Providence Christian College",60,37961,"2014_15"
"Normal","Argosy University-Phoenix Online Division",7,33237,"2014_15"
"Normal","Polytechnic University of Puerto Rico-Orlando",50,18126,"2014_15"
"Normal","Globe University-Minneapolis",0,25979,"2014_15"
"Normal","Pacific Rim Christian University",100,17855,"2014_15"
"Normal","National University College-Ponce",31,13012,"2014_15"
"Normal","Strayer University-Georgia",19,32064,"2014_15"
"Normal","Strayer University-South Carolina",20,32064,"2014_15"
"Normal","Strayer University-Global Region",13,32064,"2014_15"
"Normal","Georgia Central University",64,25010,"2014_15"
"Normal","Keser Torah-Mayan Hatalmud",5,23664,"2014_15"
"Normal","John Paul the Great Catholic University",60,41646,"2014_15"
"Normal","Chamberlain University-Missouri",33,24920,"2014_15"
"Normal","Criswell College",32,22993,"2014_15"
"Normal","Yeshiva Gedolah Zichron Leyma",0,18200,"2014_15"
"Normal","Be'er Yaakov Talmudic Seminary",84,16276,"2014_15"
"Normal","Pennsylvania State University-World Campus",25,26905,"2014_15"
"Normal","Warner Pacific University Professional and Graduate Studies",41,23208,"2014_15"
"Normal","Grace Mission University",46,16990,"2014_15"
"Normal","Mid-South Christian College",100,14795,"2014_15"
"Normal","Yeshiva Gedolah Kesser Torah",67,26560,"2014_15"
"Normal","Yeshiva Yesodei Hatorah",50,19000,"2014_15"
"Normal","Augusta University",30,13741,"2014_15"
"Normal","Middle Georgia State University",14,14158,"2014_15"
"Normal","DeVry College of New York",26,32128,"2014_15"
"Normal","DeVry University-Arizona",41,31842,"2014_15"
"Normal","DeVry University-California",35,28928,"2014_15"
"Normal","DeVry University-Colorado",37,33230,"2014_15"
"Normal","DeVry University-Florida",41,30052,"2014_15"
"Normal","DeVry University-Georgia",29,31067,"2014_15"
"Normal","DeVry University-Illinois",32,31310,"2014_15"
"Normal","DeVry University-Indiana",29,28253,"2014_15"
"Normal","DeVry University-Maryland",100,35838,"2014_15"
"Normal","DeVry University-Michigan",0,32263,"2014_15"
"Normal","DeVry University-Minnesota",25,31920,"2014_15"
"Normal","DeVry University-Missouri",31,30270,"2014_15"
"Normal","DeVry University-Nevada",18,31864,"2014_15"
"Normal","DeVry University-New Jersey",31,28409,"2014_15"
"Normal","DeVry University-North Carolina",11,33373,"2014_15"
"Normal","DeVry University-Ohio",40,29063,"2014_15"
"Normal","DeVry University-Oklahoma",11,28926,"2014_15"
"Normal","DeVry University-Pennsylvania",26,30888,"2014_15"
"Normal","DeVry University-Tennessee",38,34182,"2014_15"
"Normal","DeVry University-Texas",23,32080,"2014_15"
"Normal","DeVry University-Virginia",18,30112,"2014_15"
"Normal","DeVry University-Washington",26,31318,"2014_15"
"Normal","DeVry University-Wisconsin",50,33982,"2014_15"
"Normal","University of North Georgia",25,15088,"2014_15"
"Single","University of Phoenix-Arizona",17,19912,"2014_15"
"Normal","University of Phoenix-Arkansas",10,23112,"2014_15"
"Normal","University of Phoenix-California",17,23501,"2014_15"
"Normal","University of Phoenix-Colorado",16,23269,"2014_15"
"Normal","University of Phoenix-Florida",18,23529,"2014_15"
"Normal","University of Phoenix-Georgia",15,23219,"2014_15"
"Normal","University of Phoenix-Louisiana",16,22707,"2014_15"
"Normal","University of Phoenix-Michigan",11,24861,"2014_15"
"Normal","University of Phoenix-Missouri",9,24494,"2014_15"
"Normal","University of Phoenix-Nevada",16,23698,"2014_15"
"Normal","University of Phoenix-North Carolina",14,22974,"2014_15"
"Normal","University of Phoenix-Oklahoma",13,22734,"2014_15"
"Normal","University of Phoenix-Tennessee",17,23416,"2014_15"
"Normal","University of Phoenix-Texas",16,24060,"2014_15"
"Normal","University of Phoenix-Virginia",12,22844,"2014_15"
"Normal","University of Phoenix-Pennsylvania",6,23148,"2014_15"
