"Year","University.Name","University.City","University.State","Admission.Rate","SAT.Average","SAT.Reading.Mid","SAT.Math.Mid","ACT.Cumulative.Average","Undergraduate.Enrollment","Average.Cost.per.Academic.Year","In.State.Tuition.and.Fees","Out.of.State.Tuition.and.Fees","Completion.Rate..4.year.institutions","Color"
"2014_15","Marylhurst University","Marylhurst","OR",100,NA,NA,NA,NA,597,30045,20295,20295,0.31,"Normal"
"2014_15","Mount Angel Seminary","Saint Benedict","OR",NA,NA,NA,NA,NA,61,32784,19589,19589,0.83,"Normal"
"2014_15","Multnomah University","Portland","OR",56.67,1047,540,530,21,418,35313,22100,22100,0.54,"Normal"
"2014_15","Bushnell University","Eugene","OR",71.91,987,507,489,21,492,34496,26180,26180,0.66,"Normal"
"2014_15","Oregon Health & Science University","Portland","OR",NA,NA,NA,NA,NA,847,NA,NA,NA,NA,"Normal"
"2014_15","Oregon Institute of Technology","Klamath Falls","OR",59.84,1044,500,525,24,3457,20395,8445,23670,0.47,"Normal"
"2014_15","Oregon College of Art and Craft","Portland","OR",50.54,NA,NA,NA,NA,146,37964,28320,28320,0.6,"Normal"
"2014_15","Oregon State University","Corvallis","OR",77.76,1112,545,560,25,22925,23326,9122,26294,0.63,"Normal"
"2014_15","University of Oregon","Eugene","OR",74.9,1116,550,560,25,20252,23055,9918,30888,0.69,"Normal"
"2014_15","Pacific Northwest College of Art","Portland","OR",82.35,NA,NA,NA,NA,409,48102,33714,33714,0.29,"Normal"
"2014_15","Pacific University","Forest Grove","OR",80.45,1090,540,550,24,1802,50486,38510,38510,0.59,"Normal"
"2014_15","Portland State University","Portland","OR",69.33,1030,520,510,22,19662,20318,7794,23319,0.42,"Normal"
"2014_15","University of Portland","Portland","OR",62.93,1195,600,595,NA,3648,51947,40424,40424,0.8,"Normal"
"2014_15","Reed College","Portland","OR",38.73,1383,705,680,31,1335,59595,47760,47760,0.79,"Normal"
"2014_15","Southern Oregon University","Ashland","OR",77.37,1029,520,500,23,4397,19231,7701,21279,0.4,"Normal"
"2014_15","Warner Pacific University","Portland","OR",52.74,NA,NA,NA,NA,551,32192,20300,20300,0.41,"Normal"
"2014_15","Corban University","Salem","OR",37.38,1016,518,500,22,924,39327,28640,28640,0.56,"Normal"
"2014_15","Willamette University","Salem","OR",81.31,1209,605,595,27,2009,54536,44076,44076,0.77,"Normal"
"2014_15","Western Oregon University","Monmouth","OR",88.74,1001,515,500,21,4923,21996,9105,22200,0.47,"Normal"
"2014_15","Bryn Athyn College of the New Church","Bryn Athyn","PA",58.02,900,445,450,20,271,27788,18609,18609,0.48,"Normal"
"2014_15","Albright College","Reading","PA",50.07,NA,NA,NA,NA,2340,48311,38220,38220,0.53,"Normal"
"2014_15","Allegheny College","Meadville","PA",71.77,1170,585,575,26,1968,51883,40660,40660,0.78,"Normal"
"2014_15","DeSales University","Center Valley","PA",79.65,1033,515,505,24,2383,46691,32350,32350,0.71,"Normal"
"2014_15","Alvernia University","Reading","PA",74.79,970,475,495,21,2272,40723,30080,30080,0.53,"Normal"
"2014_15","The Art Institutes of York-PA","York","PA",NA,NA,NA,NA,NA,368,29814,17344,17344,0.6,"Normal"
"2014_15","The Art Institute of Philadelphia","Philadelphia","PA",NA,NA,NA,NA,NA,1953,32168,17920,17920,0.33,"Normal"
"2014_15","The Art Institute of Pittsburgh","Pittsburgh","PA",NA,NA,NA,NA,NA,1279,31169,17632,17632,0.32,"Normal"
"2014_15","Clarks Summit University","Clarks Summit","PA",86.49,1004,502,498,22,570,28867,20250,20250,0.54,"Normal"
"2014_15","Arcadia University","Glenside","PA",58.8,1105,550,550,25,2482,50832,38160,38160,0.6,"Normal"
"2014_15","Bloomsburg University of Pennsylvania","Bloomsburg","PA",87.81,970,485,490,20,9109,21631,8914,19364,0.65,"Normal"
"2014_15","Bryn Mawr College","Bryn Mawr","PA",40.47,1313,655,665,29,1303,59760,45540,45540,0.82,"Normal"
"2014_15","Bucknell University","Lewisburg","PA",30.72,1317,635,670,30,3528,61060,48498,48498,0.89,"Normal"
"2014_15","Cabrini University","Radnor","PA",75.28,897,450,440,20,1334,43480,29842,29842,0.5,"Normal"
"2014_15","California University of Pennsylvania","California","PA",89.67,934,470,465,20,6031,23500,9556,13550,0.53,"Normal"
"2014_15","Carlow University","Pittsburgh","PA",90.7,941,473,473,20,1323,36704,26178,26178,0.6,"Normal"
"2014_15","Carnegie Mellon University","Pittsburgh","PA",24.6,1436,690,750,32,5819,61990,49022,49022,0.88,"Normal"
"2014_15","Cedar Crest College","Allentown","PA",52.33,1005,504,500,22,1310,42202,34504,34504,0.69,"Normal"
"2014_15","Central Penn College","Summerdale","PA",NA,NA,NA,NA,NA,1282,25107,16659,16659,0.45,"Normal"
"2014_15","Chatham University","Pittsburgh","PA",52.31,NA,NA,NA,NA,597,45933,33428,33428,0.56,"Normal"
"2014_15","Chestnut Hill College","Philadelphia","PA",74.71,968,480,485,21,1428,43477,32110,32110,0.47,"Normal"
"2014_15","Cheyney University of Pennsylvania","Cheyney","PA",NA,NA,NA,NA,NA,997,22899,9090,13744,0.26,"Normal"
"2014_15","Clarion University of Pennsylvania","Clarion","PA",92.71,928,460,470,19,4744,21814,9788,13760,0.5,"Normal"
"2014_15","Curtis Institute of Music","Philadelphia","PA",5.05,NA,NA,NA,NA,132,18744,2475,2475,0.54,"Normal"
"2014_15","Delaware Valley University","Doylestown","PA",75.74,990,490,500,21,1823,46333,33826,33826,0.58,"Normal"
"2014_15","Dickinson College","Carlisle","PA",48.09,NA,NA,NA,NA,2315,60109,47717,47717,0.84,"Normal"
"2014_15","Drexel University","Philadelphia","PA",76.01,1186,580,620,25,16681,56402,47051,47051,0.67,"Normal"
"2014_15","Duquesne University","Pittsburgh","PA",73.06,1144,570,565,26,5969,43963,32636,32636,0.78,"Normal"
"2014_15","East Stroudsburg University of Pennsylvania","East Stroudsburg","PA",81.46,954,475,480,20,6125,21947,9376,19826,0.56,"Normal"
"2014_15","Eastern University","Saint Davids","PA",62.18,1038,520,515,23,2381,40966,29680,29680,0.61,"Normal"
"2014_15","Edinboro University of Pennsylvania","Edinboro","PA",99.3,928,470,465,19,5494,20026,9256,13249,0.45,"Normal"
"2014_15","Elizabethtown College","Elizabethtown","PA",70.82,1133,565,565,25,1754,49314,39920,39920,0.69,"Normal"
"2014_15","Faith Theological Seminary","Baltimore","MD",57.14,NA,NA,NA,NA,70,32950,5800,5800,0.53,"Normal"
"2014_15","Franklin and Marshall College","Lancaster","PA",38.93,NA,NA,NA,NA,2182,60765,48514,48514,0.87,"Normal"
"2014_15","Gannon University","Erie","PA",77.67,1037,510,520,23,2763,38895,28368,28368,0.66,"Normal"
"2014_15","Geneva College","Beaver Falls","PA",71.06,1072,542,525,24,1404,35261,25220,25220,0.65,"Normal"
"2014_15","Gettysburg College","Gettysburg","PA",45.43,NA,NA,NA,NA,2437,58320,47480,47480,0.84,"Normal"
"2014_15","Grove City College","Grove City","PA",87.53,1203,606,597,27,2472,NA,15550,15550,0.83,"Normal"
"2014_15","Gwynedd Mercy University","Gwynedd Valley","PA",76.38,961,475,485,21,1941,41758,30460,30460,0.6,"Normal"
"2014_15","Haverford College","Haverford","PA",24.69,1422,710,700,33,1187,61898,47214,47214,0.94,"Normal"
"2014_15","Holy Family University","Philadelphia","PA",73.26,925,465,460,20,1797,32954,28456,28456,0.56,"Normal"
"2014_15","Immaculata University","Immaculata","PA",75.94,962,485,480,20,2012,47048,32000,32000,0.61,"Normal"
"2014_15","Indiana University of Pennsylvania-Main Campus","Indiana","PA",94.73,958,480,480,20,12032,22692,9470,20965,0.53,"Normal"
"2014_15","Juniata College","Huntingdon","PA",74.17,NA,NA,NA,NA,1517,49098,38630,38630,0.78,"Normal"
"2014_15","Keystone College","La Plume","PA",92.05,921,460,460,20,1431,32907,21900,21900,0.42,"Normal"
"2014_15","King's College","Wilkes-Barre","PA",67.27,NA,NA,NA,NA,1865,42856,31816,31816,0.62,"Normal"
"2014_15","Kutztown University of Pennsylvania","Kutztown","PA",79.67,960,485,480,20,8516,23383,9099,19549,0.55,"Normal"
"2014_15","La Roche University","Pittsburgh","PA",93.94,926,450,475,20,1269,37094,25500,25500,0.43,"Normal"
"2014_15","La Salle University","Philadelphia","PA",78.23,994,500,495,21,4122,48965,39800,39800,0.66,"Normal"
"2014_15","Lafayette College","Easton","PA",29.75,1300,630,670,29,2471,59750,46385,46385,0.9,"Normal"
"2014_15","Lancaster Bible College","Lancaster","PA",59.46,996,513,490,21,1336,28517,18800,18800,0.62,"Normal"
"2014_15","Lebanon Valley College","Annville","PA",70.55,NA,NA,NA,NA,1627,47570,37470,37470,0.75,"Normal"
"2014_15","Lehigh University","Bethlehem","PA",34.27,1326,630,690,30,5034,57043,44890,44890,0.87,"Normal"
"2014_15","Lincoln University","Lincoln University","PA",27.16,862,427,430,19,1576,23239,10232,15618,0.41,"Normal"
"2014_15","Lock Haven University","Lock Haven","PA",93.39,947,470,480,20,4448,20824,9276,17726,0.47,"Normal"
"2014_15","Lycoming College","Williamsport","PA",72.22,1043,512,530,23,1340,45746,34706,34706,0.62,"Normal"
"2014_15","Mansfield University of Pennsylvania","Mansfield","PA",90.7,950,470,480,20,2518,20711,9526,19976,0.53,"Normal"
"2014_15","Marywood University","Scranton","PA",74.18,1030,510,520,NA,1878,43586,31695,31695,0.69,"Normal"
"2014_15","Mercyhurst University","Erie","PA",80.34,NA,NA,NA,NA,2539,43351,31485,31485,0.68,"Normal"
"2014_15","Messiah University","Mechanicsburg","PA",79.98,1125,560,565,25,2713,42624,31340,31340,0.8,"Normal"
"2014_15","Millersville University of Pennsylvania","Millersville","PA",68.71,1012,505,510,21,7070,20437,10268,23868,0.64,"Normal"
"2014_15","Misericordia University","Dallas","PA",71.46,1074,530,540,24,2407,40111,29010,29010,0.71,"Normal"
"2014_15","Moore College of Art and Design","Philadelphia","PA",58.62,NA,NA,NA,NA,412,49020,35410,35410,0.58,"Normal"
"2014_15","Moravian College","Bethlehem","PA",86.2,1022,505,515,22,1564,47447,37572,37572,0.69,"Normal"
"2014_15","Muhlenberg College","Allentown","PA",52.8,NA,NA,NA,NA,2332,55200,44145,44145,0.86,"Normal"
"2014_15","Neumann University","Aston","PA",94.04,853,425,430,17,2464,38072,25860,25860,0.55,"Normal"
"2014_15","Pennsylvania State University-Penn State Erie-Behrend College","Erie","PA",86.7,1054,510,545,23,3891,28674,14588,21820,0.69,"Normal"
"2014_15","Pennsylvania State University-Penn State New Kensington","New Kensington","PA",81.23,974,485,490,20,627,20140,13588,20274,0.48,"Normal"
"2014_15","Pennsylvania State University-Penn State Shenango","Sharon","PA",67.16,885,435,430,20,468,21818,13332,19888,0.32,"Normal"
"2014_15","Pennsylvania State University-Penn State Wilkes-Barre","Lehman","PA",83.8,964,475,490,19,493,21102,13588,20274,0.49,"Normal"
"2014_15","Pennsylvania State University-Penn State Scranton","Dunmore","PA",76.11,959,475,485,20,1073,20069,13882,20718,0.46,"Normal"
"2014_15","Pennsylvania State University-Penn State Lehigh Valley","Center Valley","PA",85.12,1003,493,510,22,775,19896,13930,20766,0.54,"Normal"
"2014_15","Pennsylvania State University-Penn State Altoona","Altoona","PA",88.35,1001,495,505,22,3829,28799,14588,21820,0.65,"Normal"
"2014_15","Pennsylvania State University-Penn State Beaver","Monaca","PA",81.07,954,475,485,19,665,23197,13636,20322,0.41,"Normal"
"2014_15","Pennsylvania State University-Penn State Berks","Reading","PA",88.66,973,475,495,22,2699,27877,14588,21820,0.57,"Normal"
"2014_15","Pennsylvania State University-Penn State Harrisburg","Middletown","PA",82.08,1024,490,530,23,3595,27487,14588,21820,0.67,"Normal"
"2014_15","Pennsylvania State University-Penn State Brandywine","Media","PA",84.77,968,470,495,22,1334,19966,13942,20778,0.43,"Normal"
"2014_15","Pennsylvania State University-Main Campus","University Park","PA",50.29,1196,575,615,27,39958,33326,17502,30452,0.86,"Normal"
"2014_15","Pennsylvania State University-Penn State Greater Allegheny","McKeesport","PA",75.84,967,475,490,21,554,24564,13648,20334,0.38,"Normal"
"2014_15","Pennsylvania State University-Penn State Abington","Abington","PA",79.34,951,460,490,21,3505,19724,13942,20778,0.47,"Normal"
"2014_15","Pennsylvania State University-Penn State Schuylkill","Schuylkill Haven","PA",74.78,899,450,450,19,755,23930,13870,20706,0.43,"Normal"
"2014_15","Pennsylvania State University-Penn State York","York","PA",83.35,1021,495,525,22,948,19907,13930,20766,0.47,"Normal"
"2014_15","Peirce College","Philadelphia","PA",NA,NA,NA,NA,NA,1743,19083,13800,13800,0.4,"Normal"
"2014_15","Pennsylvania Academy of the Fine Arts","Philadelphia","PA",98.11,NA,NA,NA,NA,169,45725,32695,32695,0.56,"Normal"
"2014_15","Pennsylvania College of Art and Design","Lancaster","PA",42.29,NA,NA,NA,NA,200,28564,22000,22000,0.41,"Normal"
"2014_15","University of Pennsylvania","Philadelphia","PA",10.37,1452,720,735,33,10678,61800,47668,47668,0.96,"Normal"
"2014_15","Jefferson (Philadelphia University + Thomas Jefferson University)","Philadelphia","PA",63.94,1074,530,545,23,2885,48575,35230,35230,0.66,"Normal"
"2014_15","The University of the Arts","Philadelphia","PA",69.54,1006,520,490,21,1726,53508,38410,38410,0.61,"Normal"
"2014_15","Cairn University-Langhorne","Langhorne","PA",97.8,993,510,480,22,805,33730,23245,23245,0.66,"Normal"
"2014_15","University of the Sciences","Philadelphia","PA",57.88,1169,565,605,26,1626,50483,36096,36096,0.74,"Normal"
"2014_15","University of Pittsburgh-Bradford","Bradford","PA",65.42,985,480,500,22,1466,24809,13322,24138,0.52,"Normal"
"2014_15","University of Pittsburgh-Greensburg","Greensburg","PA",74.52,1011,505,510,21,1578,23352,13372,24188,0.53,"Normal"
"2014_15","University of Pittsburgh-Johnstown","Johnstown","PA",80.18,1014,500,515,22,2864,24609,13374,24190,0.51,"Normal"
"2014_15","University of Pittsburgh-Pittsburgh Campus","Pittsburgh","PA",53.12,1275,625,645,29,18474,31828,17772,28168,0.82,"Normal"
"2014_15","Point Park University","Pittsburgh","PA",70.74,995,505,485,22,3100,38106,27190,27190,0.58,"Normal"
"2014_15","Robert Morris University","Moon Township","PA",76.2,1051,535,520,22,4546,39552,26054,26054,0.62,"Normal"
"2014_15","Rosemont College","Rosemont","PA",57.88,993,474,458,25,516,45736,31580,31580,0.43,"Normal"
"2014_15","Saint Francis University","Loretto","PA",68.72,1033,505,520,23,1932,44190,31078,31078,0.72,"Normal"
"2014_15","Saint Joseph's University","Philadelphia","PA",84.65,NA,NA,NA,NA,5378,54432,40580,40580,0.73,"Normal"
"2014_15","Saint Vincent College","Latrobe","PA",71.92,1034,510,525,22,1564,42120,31370,31370,0.74,"Normal"
"2014_15","University of Scranton","Scranton","PA",77.26,1125,560,565,25,3909,53567,39956,39956,0.8,"Normal"
"2014_15","Seton Hill University","Greensburg","PA",69.13,NA,NA,NA,NA,1574,42513,31280,31280,0.6,"Normal"
"2014_15","Shippensburg University of Pennsylvania","Shippensburg","PA",83.13,981,490,495,20,6246,23152,9774,18520,0.55,"Normal"
"2014_15","Slippery Rock University of Pennsylvania","Slippery Rock","PA",65.97,999,490,505,22,7529,21741,9309,12939,0.67,"Normal"
"2014_15","Saint Charles Borromeo Seminary-Overbrook","Wynnewood","PA",100,NA,NA,NA,NA,61,37150,19500,19500,0.83,"Normal"
"2014_15","Susquehanna University","Selinsgrove","PA",78.2,NA,NA,NA,NA,2022,51134,40350,40350,0.76,"Normal"
"2014_15","Swarthmore College","Swarthmore","PA",17.02,1433,725,725,32,1530,60671,46060,46060,0.94,"Normal"
"2014_15","Talmudical Yeshiva of Philadelphia","Philadelphia","PA",75,NA,NA,NA,NA,120,18650,8500,8500,0.5,"Normal"
"2014_15","Temple University","Philadelphia","PA",61.73,1125,555,565,25,27669,27202,14696,24722,0.69,"Normal"
"2014_15","Thiel College","Greenville","PA",69.49,970,480,480,21,1025,40841,27828,27828,0.36,"Normal"
"2014_15","Thomas Jefferson University","Philadelphia","PA",NA,NA,NA,NA,NA,705,NA,NA,NA,NA,"Normal"
"2014_15","Ursinus College","Collegeville","PA",83.16,NA,NA,NA,NA,1656,58610,46080,46080,0.8,"Normal"
"2014_15","University of Valley Forge","Phoenixville","PA",93.04,941,465,455,22,711,30612,20394,20394,0.48,"Normal"
"2014_15","Villanova University","Villanova","PA",49.33,1313,645,665,30,6895,58519,45966,45966,0.89,"Normal"
"2014_15","Washington & Jefferson College","Washington","PA",41.65,NA,NA,NA,NA,1323,51369,41282,41282,0.76,"Normal"
"2014_15","Waynesburg University","Waynesburg","PA",83.56,1008,495,500,23,1501,30780,21290,21290,0.59,"Normal"
"2014_15","West Chester University of Pennsylvania","West Chester","PA",53.48,1079,530,545,24,13610,24995,9144,19594,0.67,"Normal"
"2014_15","Westminster College","New Wilmington","PA",93.66,1055,525,525,23,1142,43709,33410,33410,0.76,"Normal"
"2014_15","Widener University","Chester","PA",65.01,1023,500,525,22,3144,51753,39830,39830,0.53,"Normal"
"2014_15","Wilkes University","Wilkes-Barre","PA",78.63,1045,515,530,NA,2316,44685,31262,31262,0.56,"Normal"
"2014_15","Wilson College","Chambersburg","PA",31.28,976,475,495,22,516,41015,24380,24380,0.41,"Normal"
"2014_15","Yeshivath Beth Moshe","Scranton","PA",NA,NA,NA,NA,NA,55,14925,8000,8000,0.78,"Normal"
"2014_15","York College of Pennsylvania","York","PA",45.49,1050,520,530,23,4720,28152,17630,17630,0.61,"Normal"
"2014_15","Brown University","Providence","RI",8.74,1435,715,725,32,6264,60460,47434,47434,0.96,"Normal"
"2014_15","Bryant University","Smithfield","RI",75.08,NA,NA,NA,NA,3302,52507,38574,38574,0.78,"Normal"
"2014_15","Johnson & Wales University-Providence","Providence","RI",81.15,NA,NA,NA,NA,8846,40684,28539,28539,0.57,"Normal"
"2014_15","Providence College","Providence","RI",63.06,NA,NA,NA,NA,3936,57517,44323,44323,0.86,"Normal"
"2014_15","Rhode Island College","Providence","RI",65.45,918,460,460,19,7271,15480,7602,18300,0.43,"Normal"
"2014_15","University of Rhode Island","Kingston","RI",76.81,1077,530,540,24,13205,26452,12506,28072,0.59,"Normal"
"2014_15","Rhode Island School of Design","Providence","RI",32.59,1254,605,640,30,2014,61352,44594,44594,0.87,"Normal"
"2014_15","Roger Williams University","Bristol","RI",77.94,NA,NA,NA,NA,4600,48826,31750,31750,0.62,"Normal"
"2014_15","Salve Regina University","Newport","RI",70.99,NA,NA,NA,NA,2081,49636,35690,35690,0.67,"Normal"
"2014_15","Northpoint Bible College","Haverhill","MA",NA,NA,NA,NA,NA,300,24263,10790,10790,0.52,"Normal"
"2014_15","Allen University","Columbia","SC",NA,NA,NA,NA,NA,660,20149,13140,13140,0.28,"Normal"
"2014_15","Anderson University","Anderson","SC",71.52,1038,520,490,23,2500,36824,23750,23750,0.52,"Normal"
"2014_15","Charleston Southern University","Charleston","SC",58.66,997,490,495,22,2949,34528,22840,22840,0.34,"Normal"
"2014_15","Benedict College","Columbia","SC",NA,NA,NA,NA,NA,2444,30565,18288,18288,0.31,"Normal"
"2014_15","Bob Jones University","Greenville","SC",81.01,1052,544,522,23,2553,22343,14220,14220,0.71,"Normal"
"2014_15","Southern Wesleyan University","Central","SC",63.14,NA,NA,NA,NA,1366,31774,22950,22950,0.49,"Normal"
"2014_15","College of Charleston","Charleston","SC",78.02,1137,570,560,25,10069,26228,10981,27971,0.67,"Normal"
"2014_15","Citadel Military College of South Carolina","Charleston","SC",75.54,1073,540,550,23,2688,25442,11098,30706,0.69,"Normal"
"2014_15","Claflin University","Orangeburg","SC",43.77,806,395,395,17,1779,32305,15010,15010,0.49,"Normal"
"2014_15","Clemson University","Clemson","SC",51.52,1261,610,635,29,17083,26065,13446,31462,0.82,"Normal"
"2014_15","Coker University","Hartsville","SC",50.9,992,504,505,21,1138,33185,25536,25536,0.49,"Normal"
"2014_15","Columbia International University","Columbia","SC",33.22,1035,555,530,21,552,32220,19480,19480,0.68,"Normal"
"2014_15","Columbia College","Columbia","SC",79.05,1033,520,500,23,1117,38479,27350,27350,0.47,"Normal"
"2014_15","Converse College","Spartanburg","SC",53.48,1045,535,505,23,822,40977,16500,16500,0.6,"Normal"
"2014_15","Erskine College","Due West","SC",60.57,1016,500,520,22,587,46843,31580,31580,0.48,"Normal"
"2014_15","Francis Marion University","Florence","SC",59.11,933,480,475,19,3249,18828,9738,19004,0.41,"Normal"
"2014_15","Furman University","Greenville","SC",68.71,NA,NA,NA,NA,2796,57276,44668,44668,0.84,"Normal"
"2014_15","Lander University","Greenwood","SC",57.78,936,465,475,20,2670,21777,10418,19738,0.45,"Normal"
"2014_15","Limestone University","Gaffney","SC",52,1020,505,520,22,3039,36085,23000,23000,0.28,"Normal"
