,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
2545,2014_15,The New School,New York,NY,Bachelor's,NO,65.9,1117.0,560.0,555.0,25.0,6695.0,33.74,5.44,11.04,10.17,57945.0,41870.0,41870.0,0.6
2553,2014_15,New York University,New York,NY,Bachelor's,NO,35.45,1344.0,660.0,685.0,30.0,24539.0,35.6,5.06,11.52,19.62,61958.0,46170.0,46170.0,0.83
2555,2014_15,Niagara University,Niagara University,NY,Bachelor's,NO,65.86,1040.0,510.0,525.0,23.0,3130.0,71.21,5.81,4.19,1.98,40164.0,29060.0,29060.0,0.64
2559,2014_15,New York Institute of Technology,Old Westbury,NY,Bachelor's,NO,64.03,1069.0,515.0,550.0,24.0,4160.0,18.85,7.4,12.72,13.44,41830.0,32180.0,32180.0,0.45
2561,2014_15,Nyack College,New York,NY,Bachelor's,NO,99.36,909.0,450.0,435.0,23.0,1695.0,21.89,30.32,28.61,8.38,35426.0,23800.0,23800.0,0.42
2562,2014_15,Ohr Hameir Theological Seminary,Peekskill,NY,Bachelor's,NO,100.0,,,,,96.0,93.75,0.0,0.0,0.0,,9500.0,9500.0,0.09
2566,2014_15,Pace University,New York,NY,Bachelor's,NO,84.99,1054.0,520.0,530.0,23.0,8163.0,50.1,10.57,14.93,8.72,53010.0,39697.0,39697.0,0.55
2567,2014_15,Paul Smiths College of Arts and Science,Paul Smiths,NY,Bachelor's,NO,98.43,,,,,891.0,87.43,2.24,3.7,0.11,40021.0,26146.0,26146.0,0.46
2570,2014_15,Davis College,Johnson City,NY,Bachelor's,NO,47.79,954.0,480.0,485.0,20.0,252.0,70.24,13.89,7.54,1.19,20802.0,12640.0,12640.0,0.33
2571,2014_15,Pratt Institute-Main,Brooklyn,NY,Bachelor's,NO,52.99,1141.0,560.0,570.0,26.0,3232.0,41.37,3.96,10.27,16.27,57783.0,44804.0,44804.0,0.64
2573,2014_15,Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,Bachelor's,NO,100.0,,,,,155.0,97.42,0.0,0.0,0.0,18711.0,12250.0,12250.0,0.48
2574,2014_15,Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,Bachelor's,NO,,,,,,273.0,100.0,0.0,0.0,0.0,14713.0,7750.0,7750.0,0.83
2575,2014_15,Rabbinical College of Ch'san Sofer New York,Brooklyn,NY,Bachelor's,NO,70.59,,,,,34.0,100.0,0.0,0.0,0.0,24313.0,8000.0,8000.0,0.8
2576,2014_15,Rabbinical College Beth Shraga,Monsey,NY,Bachelor's,NO,100.0,,,,,41.0,100.0,0.0,0.0,0.0,19850.0,11550.0,11550.0,0.0
2577,2014_15,Rabbinical College of Long Island,Long Beach,NY,Bachelor's,NO,,,,,,115.0,99.13,0.0,0.0,0.0,,8800.0,8800.0,0.12
2578,2014_15,Rabbinical Seminary of America,Flushing,NY,Bachelor's,NO,95.0,,,,,282.0,100.0,0.0,0.0,0.0,17800.0,8800.0,8800.0,0.45
2579,2014_15,Rensselaer Polytechnic Institute,Troy,NY,Bachelor's,NO,37.5,1372.0,670.0,725.0,30.0,5557.0,61.72,2.88,7.32,10.4,61820.0,47908.0,47908.0,0.82
2581,2014_15,Roberts Wesleyan College,Rochester,NY,Bachelor's,NO,68.75,1059.0,520.0,535.0,23.0,1335.0,72.21,11.24,6.22,1.12,39746.0,28068.0,28068.0,0.63
2583,2014_15,Rochester Institute of Technology,Rochester,NY,Bachelor's,NO,57.47,1240.0,590.0,625.0,29.0,12635.0,64.57,4.84,6.62,6.7,47291.0,35768.0,35768.0,0.63
2584,2014_15,University of Rochester,Rochester,NY,Bachelor's,NO,36.41,,,,,6074.0,50.99,4.81,5.89,10.59,61340.0,46960.0,46960.0,0.84
2588,2014_15,Russell Sage College,Troy,NY,Bachelor's,NO,54.81,,,,,1657.0,61.98,13.28,9.78,3.2,40869.0,28200.0,28200.0,0.59
2590,2014_15,St Bonaventure University,Saint Bonaventure,NY,Bachelor's,NO,70.43,1066.0,525.0,525.0,24.0,1735.0,69.63,5.13,7.26,4.09,42234.0,30466.0,30466.0,0.68
2591,2014_15,St Francis College,Brooklyn Heights,NY,Bachelor's,NO,77.04,935.0,460.0,475.0,,2661.0,39.23,19.99,19.84,3.68,27407.0,22300.0,22300.0,0.55
2593,2014_15,St Lawrence University,Canton,NY,Bachelor's,NO,47.64,,,,,2282.0,79.18,3.29,4.43,1.84,59550.0,47696.0,47696.0,0.85
2594,2014_15,The College of Saint Rose,Albany,NY,Bachelor's,NO,76.29,,,,,2614.0,71.77,7.73,5.97,1.8,41292.0,29016.0,29016.0,0.66
2595,2014_15,St. Thomas Aquinas College,Sparkill,NY,Bachelor's,NO,80.82,958.0,466.0,494.0,20.0,1206.0,55.22,8.46,20.15,2.82,37860.0,27630.0,27630.0,0.57
2597,2014_15,Sarah Lawrence College,Bronxville,NY,Bachelor's,NO,53.14,,,,,1366.0,57.03,3.66,9.3,3.95,64056.0,50780.0,50780.0,0.77
2599,2014_15,Sh'or Yoshuv Rabbinical College,Lawrence,NY,Bachelor's,NO,86.67,,,,,95.0,100.0,0.0,0.0,0.0,18300.0,9000.0,9000.0,0.65
2600,2014_15,Siena College,Loudonville,NY,Bachelor's,NO,65.86,1127.0,550.0,570.0,25.0,3085.0,80.29,3.44,6.74,4.41,47265.0,32293.0,32293.0,0.8
2601,2014_15,Skidmore College,Saratoga Springs,NY,Bachelor's,NO,37.34,1241.0,615.0,625.0,28.0,2612.0,62.86,3.64,8.46,5.97,60900.0,47464.0,47464.0,0.87
2602,2014_15,St. Joseph's College-New York,Brooklyn,NY,Bachelor's,NO,70.73,1031.0,510.0,515.0,23.0,3985.0,62.63,9.91,12.5,3.41,27542.0,22830.0,22830.0,0.68
2606,2014_15,Saint John Fisher College,Rochester,NY,Bachelor's,NO,67.91,1091.0,515.0,550.0,25.0,2834.0,83.73,3.63,4.3,3.14,40209.0,29550.0,29550.0,0.72
2609,2014_15,St. John's University-New York,Queens,NY,Bachelor's,NO,62.52,1107.0,540.0,560.0,25.0,10878.0,33.8,18.9,14.52,18.2,51420.0,38680.0,38680.0,0.59
2616,2014_15,SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,Bachelor's,NO,73.34,877.0,435.0,435.0,19.0,2512.0,73.01,10.91,10.15,1.07,21571.0,7609.0,16759.0,0.36
2617,2014_15,Farmingdale State College,Farmingdale,NY,Bachelor's,NO,46.65,982.0,480.0,500.0,21.0,7768.0,60.44,9.99,16.31,7.4,14257.0,7483.0,17133.0,0.45
2619,2014_15,SUNY at Albany,Albany,NY,Bachelor's,NO,55.84,1098.0,535.0,560.0,24.0,12659.0,51.26,15.1,14.09,8.22,21968.0,8302.0,19942.0,0.66
2620,2014_15,Binghamton University,Vestal,NY,Bachelor's,NO,44.06,1287.0,630.0,660.0,29.0,13372.0,54.98,5.16,10.14,14.28,22688.0,8620.0,20260.0,0.81
2621,2014_15,University at Buffalo,Buffalo,NY,Bachelor's,NO,57.81,1165.0,550.0,600.0,27.0,19488.0,48.68,6.93,6.14,13.79,21996.0,8870.0,22290.0,0.72
2622,2014_15,Stony Brook University,Stony Brook,NY,Bachelor's,NO,41.34,1254.0,590.0,660.0,28.0,16170.0,37.56,6.39,10.58,24.24,21358.0,8430.0,21850.0,0.69
2623,2014_15,SUNY College of Environmental Science and Forestry,Syracuse,NY,Bachelor's,NO,51.13,1193.0,585.0,600.0,27.0,1718.0,83.59,1.63,3.84,3.32,23671.0,7398.0,17048.0,0.68
2624,2014_15,SUNY Polytechnic Institute,Utica,NY,Bachelor's,NO,56.1,1099.0,535.0,555.0,25.0,1890.0,78.68,7.83,6.4,3.28,20924.0,7420.0,17070.0,0.43
2625,2014_15,SUNY Brockport,Brockport,NY,Bachelor's,NO,48.95,1056.0,520.0,530.0,23.0,6951.0,72.32,9.45,5.12,1.54,20224.0,7562.0,17212.0,0.68
2626,2014_15,SUNY Buffalo State,Buffalo,NY,Bachelor's,NO,61.55,939.0,460.0,455.0,22.0,9185.0,56.41,24.61,11.14,2.38,18129.0,7347.0,16997.0,0.45
2627,2014_15,SUNY Cortland,Cortland,NY,Bachelor's,NO,48.96,,,,,6311.0,73.68,4.93,10.68,1.24,22480.0,7719.0,17369.0,0.67
2628,2014_15,SUNY at Fredonia,Fredonia,NY,Bachelor's,NO,53.22,1056.0,520.0,520.0,24.0,4900.0,78.39,5.59,5.9,1.45,21269.0,7741.0,17391.0,0.67
2629,2014_15,SUNY College at Geneseo,Geneseo,NY,Bachelor's,NO,59.13,1221.0,605.0,615.0,27.0,5497.0,75.13,3.09,6.64,6.42,21589.0,7774.0,17424.0,0.78
2630,2014_15,State University of New York at New Paltz,New Paltz,NY,Bachelor's,NO,41.93,1122.0,555.0,560.0,25.0,6464.0,65.04,5.63,15.56,5.21,20939.0,7418.0,17068.0,0.74
2631,2014_15,SUNY Oneonta,Oneonta,NY,Bachelor's,NO,49.88,1086.0,535.0,550.0,24.0,5803.0,78.94,3.31,10.01,1.96,21555.0,7568.0,17218.0,0.73
2632,2014_15,SUNY College at Oswego,Oswego,NY,Bachelor's,NO,48.37,1106.0,550.0,555.0,24.0,7102.0,77.77,6.59,9.18,2.06,21673.0,7581.0,17231.0,0.63
2633,2014_15,SUNY College at Potsdam,Potsdam,NY,Bachelor's,NO,67.58,,,,,3669.0,69.12,7.88,9.78,1.66,20536.0,7553.0,17203.0,0.54
2634,2014_15,SUNY at Purchase College,Purchase,NY,Bachelor's,NO,40.82,1095.0,560.0,540.0,22.0,3925.0,55.54,9.1,19.29,3.41,23719.0,7933.0,17583.0,0.67
2636,2014_15,SUNY College at Old Westbury,Old Westbury,NY,Bachelor's,NO,62.35,995.0,490.0,505.0,22.0,4173.0,30.82,30.87,21.33,10.14,15734.0,7323.0,16953.0,0.37
2637,2014_15,SUNY College at Plattsburgh,Plattsburgh,NY,Bachelor's,NO,47.86,1031.0,510.0,515.0,23.0,5430.0,69.26,6.48,9.74,2.39,20791.0,7517.0,17167.0,0.61
2638,2014_15,SUNY Downstate Health Sciences University,Brooklyn,NY,Bachelor's,NO,,,,,,338.0,39.05,21.89,11.54,17.16,,,,
2639,2014_15,SUNY Empire State College,Saratoga Springs,NY,Bachelor's,NO,81.12,,,,,9949.0,62.69,15.12,11.23,1.8,19533.0,6665.0,16315.0,0.19
2640,2014_15,SUNY Maritime College,Throggs Neck,NY,Bachelor's,NO,52.65,1106.0,535.0,570.0,24.0,1624.0,72.41,4.0,7.45,4.13,22429.0,7446.0,17096.0,0.47
2641,2014_15,Upstate Medical University,Syracuse,NY,Bachelor's,NO,,,,,,232.0,78.45,6.47,3.45,3.45,,,,
2643,2014_15,Syracuse University,Syracuse,NY,Bachelor's,NO,53.23,1184.0,570.0,605.0,27.0,14768.0,55.34,8.92,10.76,7.75,57450.0,41886.0,41886.0,0.8
2644,2014_15,Talmudical Seminary Oholei Torah,Brooklyn,NY,Bachelor's,NO,100.0,,,,,330.0,100.0,0.0,0.0,0.0,18249.0,8900.0,8900.0,0.04
2645,2014_15,Talmudical Institute of Upstate New York,Rochester,NY,Bachelor's,NO,100.0,,,,,13.0,84.62,0.0,0.0,0.0,13000.0,5000.0,5000.0,0.33
2649,2014_15,Torah Temimah Talmudical Seminary,Staten Island,NY,Bachelor's,NO,100.0,,,,,102.0,99.02,0.0,0.0,0.0,16392.0,10450.0,10450.0,0.02
2650,2014_15,Touro College,New York,NY,Bachelor's,NO,29.78,,,,,5870.0,60.6,15.28,9.08,3.32,31668.0,15650.0,15650.0,0.41
2652,2014_15,Excelsior College,Albany,NY,Bachelor's,NO,,,,,,38426.0,59.33,21.55,9.21,3.06,,,,
2655,2014_15,Union College,Schenectady,NY,Bachelor's,NO,41.12,,,,,2204.0,74.5,3.81,6.62,6.17,60042.0,48384.0,48384.0,0.86
2657,2014_15,United Talmudical Seminary,Brooklyn,NY,Bachelor's,NO,,,,,,2096.0,95.61,0.0,1.1,0.0,18203.0,13535.0,13535.0,0.49
2658,2014_15,United States Merchant Marine Academy,Kings Point,NY,Bachelor's,NO,,,,,,939.0,76.36,3.09,9.9,6.71,8988.0,1107.0,1107.0,0.72
2659,2014_15,United States Military Academy,West  Point,NY,Bachelor's,NO,9.47,1280.0,630.0,645.0,29.0,4414.0,67.29,8.97,11.69,5.71,,,,0.8
2660,2014_15,Utica College,Utica,NY,Bachelor's,NO,81.53,,,,,2857.0,65.84,10.92,7.84,3.29,45579.0,33736.0,33736.0,0.44
2662,2014_15,Vassar College,Poughkeepsie,NY,Bachelor's,NO,23.54,1403.0,710.0,695.0,32.0,2389.0,58.85,5.57,11.39,11.05,61320.0,49570.0,49570.0,0.92
2664,2014_15,School of Visual Arts,New York,NY,Bachelor's,NO,76.77,1029.0,515.0,520.0,21.0,3577.0,37.71,6.12,5.9,13.45,50407.0,33560.0,33560.0,0.66
2665,2014_15,Wagner College,Staten Island,NY,Bachelor's,NO,72.18,,,,,1813.0,67.02,6.45,9.71,2.98,51751.0,40750.0,40750.0,0.66
2666,2014_15,Webb Institute,Glen Cove,NY,Bachelor's,NO,32.99,1420.0,685.0,735.0,32.0,90.0,84.44,0.0,0.0,8.89,61820.0,44000.0,44000.0,0.91
2667,2014_15,Wells College,Aurora,NY,Bachelor's,NO,56.59,1053.0,525.0,510.0,24.0,525.0,66.29,12.95,9.33,2.1,49800.0,36700.0,36700.0,0.58
2673,2014_15,Yeshiva Karlin Stolin,Brooklyn,NY,Bachelor's,NO,100.0,,,,,113.0,100.0,0.0,0.0,0.0,13025.0,8800.0,8800.0,0.56
2674,2014_15,Yeshivat Mikdash Melech,Brooklyn,NY,Bachelor's,NO,100.0,,,,,131.0,100.0,0.0,0.0,0.0,,8100.0,8100.0,0.02
2675,2014_15,Yeshiva Derech Chaim,Brooklyn,NY,Bachelor's,NO,100.0,,,,,104.0,93.27,0.0,0.0,0.0,17246.0,10800.0,10800.0,0.12
2676,2014_15,Yeshiva of Nitra Rabbinical College,Mount Kisco,NY,Bachelor's,NO,,,,,,243.0,100.0,0.0,0.0,0.0,15300.0,8200.0,8200.0,0.17
2677,2014_15,Yeshiva Shaar Hatorah,Kew Gardens,NY,Bachelor's,NO,83.33,,,,,56.0,100.0,0.0,0.0,0.0,,14860.0,14860.0,0.84
2678,2014_15,Yeshiva University,New York,NY,Bachelor's,NO,81.8,1221.0,620.0,620.0,26.0,2814.0,93.64,0.0,0.21,0.0,55075.0,38730.0,38730.0,0.85
2679,2014_15,Yeshivath Viznitz,Monsey,NY,Bachelor's,NO,100.0,,,,,498.0,97.19,0.0,0.0,0.0,16392.0,8100.0,8100.0,0.95
2680,2014_15,Yeshivath Zichron Moshe,South Fallsburg,NY,Bachelor's,NO,100.0,,,,,163.0,93.25,0.0,0.0,0.0,18100.0,11600.0,11600.0,0.17
2684,2014_15,Appalachian State University,Boone,NC,Bachelor's,NO,62.66,1148.0,575.0,575.0,25.0,16116.0,85.82,3.08,4.11,1.56,19017.0,6553.0,19720.0,0.7
2686,2014_15,Barton College,Wilson,NC,Bachelor's,NO,38.46,962.0,475.0,480.0,21.0,998.0,58.42,23.05,5.51,1.2,38209.0,26664.0,26664.0,0.44
2688,2014_15,Belmont Abbey College,Belmont,NC,Bachelor's,NO,69.23,1000.0,495.0,510.0,21.0,1545.0,40.65,25.24,1.42,0.97,31278.0,18500.0,18500.0,0.38
2689,2014_15,Bennett College,Greensboro,NC,Bachelor's,NO,91.79,,,,,553.0,0.36,89.15,2.71,0.0,30549.0,17355.0,17355.0,0.45
2692,2014_15,Brevard College,Brevard,NC,Bachelor's,NO,43.21,,,,,696.0,70.69,10.49,1.01,0.86,36307.0,26170.0,26170.0,0.43
2697,2014_15,Campbell University,Buies Creek,NC,Bachelor's,NO,68.06,1025.0,525.0,500.0,22.0,4228.0,56.81,18.38,6.84,2.06,42061.0,27530.0,27530.0,0.51
2701,2014_15,Catawba College,Salisbury,NC,Bachelor's,NO,35.9,,,,,1274.0,68.6,20.64,3.77,1.1,39042.0,27360.0,27360.0,0.52
2706,2014_15,Chowan University,Murfreesboro,NC,Bachelor's,NO,59.81,773.0,395.0,395.0,15.0,1478.0,18.2,70.77,3.45,0.2,31573.0,22900.0,22900.0,0.25
2711,2014_15,Davidson College,Davidson,NC,Bachelor's,NO,21.67,1337.0,665.0,670.0,30.0,1765.0,69.07,6.46,6.63,5.78,57458.0,45377.0,45377.0,0.93
2712,2014_15,Duke University,Durham,NC,Bachelor's,NO,11.41,1454.0,715.0,745.0,33.0,6480.0,47.75,10.03,6.56,21.48,61748.0,47243.0,47243.0,0.95
2714,2014_15,East Carolina University,Greenville,NC,Bachelor's,NO,77.28,1036.0,510.0,530.0,22.0,21207.0,68.98,16.25,6.13,2.73,20710.0,6143.0,21340.0,0.59
2716,2014_15,Elizabeth City State University,Elizabeth City,NC,Bachelor's,NO,49.0,866.0,425.0,440.0,19.0,1763.0,14.46,74.02,1.36,0.28,12305.0,4498.0,16173.0,0.39
2717,2014_15,Elon University,Elon,NC,Bachelor's,NO,53.93,1225.0,610.0,615.0,27.0,5782.0,82.22,5.76,5.07,2.14,43388.0,31247.0,31247.0,0.81
2720,2014_15,Fayetteville State University,Fayetteville,NC,Bachelor's,NO,50.32,892.0,435.0,450.0,19.0,4862.0,17.46,66.02,6.33,1.3,14366.0,4655.0,16263.0,0.35
2722,2014_15,Gardner-Webb University,Boiling Springs,NC,Bachelor's,NO,67.12,1020.0,503.0,510.0,22.0,2688.0,68.94,17.67,2.57,0.78,37620.0,27080.0,27080.0,0.54
2724,2014_15,Greensboro College,Greensboro,NC,Bachelor's,NO,73.11,876.0,435.0,445.0,18.0,741.0,52.63,32.66,2.16,0.67,38810.0,26850.0,26850.0,0.37
2725,2014_15,Guilford College,Greensboro,NC,Bachelor's,NO,62.18,,,,,1998.0,63.06,23.27,5.56,1.95,45395.0,33430.0,33430.0,0.61
2729,2014_15,Heritage Bible College,Dunn,NC,Bachelor's,NO,,,,,,68.0,67.65,26.47,0.0,2.94,15332.0,7968.0,7968.0,0.0
2730,2014_15,High Point University,High Point,NC,Bachelor's,NO,80.19,1096.0,545.0,556.0,24.0,4197.0,81.46,5.22,4.07,1.26,45350.0,31480.0,31480.0,0.63
2733,2014_15,John Wesley University,High Point,NC,Bachelor's,NO,83.08,,,,,148.0,56.08,27.7,2.7,0.68,17410.0,9850.0,9850.0,0.57
2734,2014_15,Johnson C Smith University,Charlotte,NC,Bachelor's,NO,42.25,808.0,405.0,405.0,17.0,1375.0,0.36,73.45,6.18,0.07,31993.0,18236.0,18236.0,0.44
2736,2014_15,Lees-McRae College,Banner Elk,NC,Bachelor's,NO,61.96,,,,,934.0,57.92,6.85,2.14,0.64,38540.0,24150.0,24150.0,0.38
2738,2014_15,Lenoir-Rhyne University,Hickory,NC,Bachelor's,NO,65.8,,,,,1377.0,71.82,15.54,3.27,1.6,41612.0,30922.0,30922.0,0.54
2740,2014_15,Livingstone College,Salisbury,NC,Bachelor's,NO,64.25,720.0,363.0,360.0,15.0,1301.0,0.31,87.78,1.0,0.15,25920.0,16825.0,16825.0,0.24
2742,2014_15,Mars Hill University,Mars Hill,NC,Bachelor's,NO,62.09,924.0,455.0,465.0,20.0,1396.0,68.77,22.42,3.3,0.36,38086.0,27590.0,27590.0,0.37
2747,2014_15,Meredith College,Raleigh,NC,Bachelor's,NO,61.27,,,,,1618.0,72.5,10.57,3.52,3.09,40570.0,32140.0,32140.0,0.62
2748,2014_15,Methodist University,Fayetteville,NC,Bachelor's,NO,55.94,962.0,470.0,475.0,21.0,2171.0,51.22,20.04,7.97,1.15,46685.0,29080.0,29080.0,0.34
2754,2014_15,Montreat College,Montreat,NC,Bachelor's,NO,46.06,1016.0,570.0,465.0,21.0,647.0,57.34,20.56,2.47,1.55,35580.0,23520.0,23520.0,0.37
2755,2014_15,University of Mount Olive,Mount Olive,NC,Bachelor's,NO,46.85,902.0,448.0,465.0,19.0,3258.0,48.62,32.54,5.65,1.14,26982.0,17800.0,17800.0,0.42
2758,2014_15,North Carolina A & T State University,Greensboro,NC,Bachelor's,NO,57.0,910.0,450.0,460.0,19.0,8894.0,4.42,84.41,2.36,0.7,18198.0,5642.0,18402.0,0.48
2759,2014_15,University of North Carolina at Asheville,Asheville,NC,Bachelor's,NO,73.14,1191.0,610.0,585.0,26.0,3425.0,82.1,3.36,4.55,1.69,18574.0,6392.0,21263.0,0.64
2760,2014_15,University of North Carolina at Chapel Hill,Chapel Hill,NC,Bachelor's,NO,28.5,1328.0,650.0,670.0,30.0,17908.0,65.17,8.25,7.39,9.36,23978.0,8336.0,33418.0,0.9
2761,2014_15,University of North Carolina at Charlotte,Charlotte,NC,Bachelor's,NO,64.09,1079.0,530.0,555.0,23.0,22120.0,60.48,16.85,8.08,5.47,18044.0,6277.0,19448.0,0.55
2762,2014_15,University of North Carolina at Greensboro,Greensboro,NC,Bachelor's,NO,60.73,1043.0,515.0,515.0,23.0,14497.0,54.57,27.05,6.84,4.56,18640.0,6454.0,21316.0,0.56
2763,2014_15,North Carolina Central University,Durham,NC,Bachelor's,NO,43.22,886.0,440.0,445.0,19.0,5554.0,6.23,82.79,2.86,0.95,18354.0,5526.0,16941.0,0.47
2764,2014_15,University of North Carolina School of the Arts,Winston Salem,NC,Bachelor's,NO,43.2,1116.0,570.0,550.0,24.0,852.0,72.89,7.98,7.75,1.41,21554.0,8363.0,23733.0,0.59
2765,2014_15,North Carolina State University at Raleigh,Raleigh,NC,Bachelor's,NO,51.6,1253.0,605.0,640.0,28.0,22925.0,74.67,6.5,4.47,5.37,22046.0,8296.0,23551.0,0.75
2766,2014_15,North Carolina Wesleyan College,Rocky Mount,NC,Bachelor's,NO,53.26,923.0,468.0,482.0,18.0,1864.0,29.94,47.85,2.04,0.59,37812.0,27400.0,27400.0,0.35
2767,2014_15,University of North Carolina Wilmington,Wilmington,NC,Bachelor's,NO,58.55,1145.0,590.0,600.0,24.0,12686.0,79.4,4.92,6.55,2.07,20292.0,6392.0,20420.0,0.71
2769,2014_15,William Peace University,Raleigh,NC,Bachelor's,NO,62.91,890.0,445.0,445.0,19.0,1077.0,44.66,32.03,3.06,2.32,38415.0,24650.0,24650.0,0.36
2770,2014_15,University of North Carolina at Pembroke,Pembroke,NC,Bachelor's,NO,73.26,930.0,460.0,470.0,20.0,5303.0,38.11,35.53,5.09,1.57,17014.0,5287.0,15239.0,0.34
2771,2014_15,Pfeiffer University,Misenheimer,NC,Bachelor's,NO,47.23,948.0,475.0,510.0,19.0,951.0,55.1,17.25,3.68,0.84,35538.0,25855.0,25855.0,0.35
2772,2014_15,Piedmont International University,Winston-Salem,NC,Bachelor's,NO,46.07,937.0,500.0,460.0,20.0,190.0,66.84,17.37,1.58,0.0,21468.0,9580.0,9580.0,0.38
2775,2014_15,Queens University of Charlotte,Charlotte,NC,Bachelor's,NO,78.45,1051.0,525.0,515.0,23.0,1621.0,55.21,17.64,6.17,2.65,43239.0,30910.0,30910.0,0.62
2778,2014_15,Mid-Atlantic Christian University,Elizabeth City,NC,Bachelor's,NO,37.89,983.0,470.0,455.0,23.0,195.0,65.64,26.67,1.54,1.54,25268.0,12800.0,12800.0,0.36
2783,2014_15,Saint Augustine's University,Raleigh,NC,Bachelor's,NO,74.03,740.0,360.0,368.0,16.0,1016.0,1.28,95.18,0.79,0.1,31636.0,17890.0,17890.0,0.33
2784,2014_15,Salem College,Winston-Salem,NC,Bachelor's,NO,59.85,1102.0,555.0,545.0,24.0,946.0,53.28,23.36,11.73,3.17,40574.0,25356.0,25356.0,0.65
2787,2014_15,Shaw University,Raleigh,NC,Bachelor's,NO,59.35,,,,,1661.0,0.72,71.1,0.18,0.24,29344.0,16480.0,16480.0,0.25
2790,2014_15,St. Andrews University,Laurinburg,NC,Bachelor's,NO,57.13,940.0,480.0,460.0,,601.0,55.74,10.98,1.16,0.83,39741.0,23682.0,23682.0,0.3
2795,2014_15,Southeastern Baptist Theological Seminary,Wake Forest,NC,Bachelor's,NO,74.6,,,,,502.0,89.84,3.59,2.39,2.19,,7682.0,7682.0,0.26
2800,2014_15,Wake Forest University,Winston-Salem,NC,Bachelor's,NO,34.41,,,,,4861.0,73.71,6.48,6.32,4.9,60210.0,46200.0,46200.0,0.88
2802,2014_15,Warren Wilson College,Swannanoa,NC,Bachelor's,NO,71.77,1134.0,585.0,530.0,26.0,819.0,82.3,3.66,5.74,1.34,43000.0,30852.0,30852.0,0.51
2808,2014_15,Wingate University,Wingate,NC,Bachelor's,NO,75.06,1001.0,499.0,510.0,21.0,1941.0,63.68,14.99,3.14,2.22,36669.0,26300.0,26300.0,0.51
2809,2014_15,Carolina Christian College,Winston Salem,NC,Bachelor's,NO,,,,,,36.0,2.78,94.44,2.78,0.0,,4025.0,4025.0,1.0
2811,2014_15,Winston-Salem State University,Winston-Salem,NC,Bachelor's,NO,60.16,859.0,430.0,435.0,18.0,4743.0,17.35,72.25,2.21,0.59,16559.0,5583.0,15113.0,0.46
2812,2014_15,Western Carolina University,Cullowhee,NC,Bachelor's,NO,43.11,1035.0,515.0,525.0,22.0,8603.0,79.65,6.43,5.07,1.31,18549.0,6305.0,16698.0,0.58
2815,2014_15,Dickinson State University,Dickinson,ND,Bachelor's,NO,61.03,957.0,460.0,425.0,21.0,1231.0,77.58,4.71,4.87,0.57,13730.0,6050.0,8495.0,0.33
2819,2014_15,University of Jamestown,Jamestown,ND,Bachelor's,NO,64.36,1178.0,561.0,586.0,26.0,866.0,80.02,4.62,5.54,1.15,28522.0,19170.0,19170.0,0.49
2823,2014_15,University of Mary,Bismarck,ND,Bachelor's,NO,78.65,1050.0,525.0,525.0,23.0,1928.0,83.4,2.13,2.96,0.93,23793.0,15665.0,15665.0,0.46
2824,2014_15,Mayville State University,Mayville,ND,Bachelor's,NO,,,,,,784.0,75.77,8.55,5.61,0.13,15843.0,6489.0,8894.0,0.42
2825,2014_15,Minot State University,Minot,ND,Bachelor's,NO,57.68,1035.0,464.0,490.0,23.0,2570.0,69.22,4.47,4.86,1.17,14689.0,6225.0,6225.0,0.4
2827,2014_15,University of North Dakota,Grand Forks,ND,Bachelor's,NO,86.0,1090.0,533.0,545.0,24.0,10978.0,81.51,2.28,2.82,1.38,20306.0,7741.0,18409.0,0.55
2830,2014_15,North Dakota State University-Main Campus,Fargo,ND,Bachelor's,NO,82.74,1092.0,560.0,583.0,24.0,11763.0,87.03,2.44,1.7,1.35,18766.0,7940.0,18969.0,0.56
2834,2014_15,Trinity Bible College and Graduate School,Ellendale,ND,Bachelor's,NO,36.45,946.0,450.0,472.0,20.0,212.0,78.3,8.49,1.89,0.0,25694.0,14620.0,14620.0,0.39
2837,2014_15,Valley City State University,Valley City,ND,Bachelor's,NO,90.27,1020.0,436.0,462.0,22.0,952.0,80.67,3.99,5.57,0.42,16643.0,6674.0,15070.0,0.48
2843,2014_15,University of Akron Main Campus,Akron,OH,Bachelor's,NO,95.71,1050.0,515.0,535.0,23.0,18148.0,74.06,13.1,2.46,2.35,21772.0,10260.0,18792.0,0.42
2849,2014_15,Art Academy of Cincinnati,Cincinnati,OH,Bachelor's,NO,24.34,961.0,485.0,425.0,21.0,201.0,77.61,9.95,5.97,2.49,34457.0,26376.0,26376.0,0.62
2851,2014_15,Ashland University,Ashland,OH,Bachelor's,NO,72.57,1048.0,505.0,525.0,23.0,3227.0,78.06,12.89,2.6,0.46,41577.0,19852.0,19852.0,0.57
