,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
1536,2014_15,Southeastern Louisiana University,Hammond,LA,Bachelor's,NO,83.73,1030.0,,,22.0,11199.0,66.88,16.43,6.97,0.72,16136.0,6547.0,19111.0,0.37
1537,2014_15,Southern University and A & M College,Baton Rouge,LA,Bachelor's,NO,53.65,910.0,,470.0,19.0,5133.0,2.44,93.82,0.76,0.23,18882.0,6630.0,8274.0,0.32
1538,2014_15,Southern University at New Orleans,New Orleans,LA,Bachelor's,NO,20.7,806.0,445.0,390.0,17.0,1658.0,2.23,83.47,0.78,0.36,10300.0,5218.0,6517.0,0.12
1540,2014_15,University of Louisiana at Lafayette,Lafayette,LA,Bachelor's,NO,55.8,1070.0,530.0,540.0,23.0,14667.0,67.74,21.21,3.23,2.14,16112.0,6872.0,19272.0,0.48
1542,2014_15,Tulane University of Louisiana,New Orleans,LA,Bachelor's,NO,27.95,1342.0,660.0,660.0,31.0,7892.0,71.38,8.98,6.03,3.48,61055.0,48305.0,48305.0,0.83
1543,2014_15,Xavier University of Louisiana,New Orleans,LA,Bachelor's,NO,65.99,1039.0,500.0,505.0,23.0,2313.0,4.02,77.13,2.59,10.07,29988.0,21552.0,21552.0,0.44
1546,2014_15,College of the Atlantic,Bar Harbor,ME,Bachelor's,NO,71.1,,,,,365.0,70.41,0.82,5.75,2.47,49890.0,40491.0,40491.0,0.71
1547,2014_15,Bates College,Lewiston,ME,Bachelor's,NO,25.42,,,,,1773.0,71.86,4.79,6.77,4.62,61000.0,47030.0,47030.0,0.88
1549,2014_15,Bowdoin College,Brunswick,ME,Bachelor's,NO,14.91,,,,,1797.0,63.66,4.9,12.74,6.34,59900.0,46808.0,46808.0,0.93
1552,2014_15,Colby College,Waterville,ME,Bachelor's,NO,28.05,1333.0,660.0,670.0,30.0,1847.0,60.1,3.03,6.12,5.58,59110.0,47350.0,47350.0,0.9
1554,2014_15,Husson University,Bangor,ME,Bachelor's,NO,71.95,951.0,475.0,480.0,19.0,2292.0,89.4,3.75,1.61,0.61,25620.0,16097.0,16097.0,0.42
1557,2014_15,University of Maine at Augusta,Augusta,ME,Bachelor's,NO,,,,,,4094.0,86.17,1.03,1.54,0.46,14469.0,7448.0,16688.0,0.11
1558,2014_15,University of Maine at Farmington,Farmington,ME,Bachelor's,NO,84.55,,,,,1738.0,85.79,1.96,1.5,0.81,20989.0,9217.0,18305.0,0.54
1559,2014_15,University of Maine at Fort Kent,Fort Kent,ME,Bachelor's,NO,74.61,899.0,450.0,450.0,18.0,956.0,74.37,3.24,1.88,0.63,17932.0,7575.0,10875.0,0.5
1560,2014_15,University of Maine at Machias,Machias,ME,Bachelor's,NO,,,,,,574.0,77.53,4.18,4.18,0.87,17503.0,7490.0,19370.0,0.31
1561,2014_15,University of Maine,Orono,ME,Bachelor's,NO,82.57,1078.0,535.0,540.0,24.0,8682.0,81.76,2.23,2.49,1.47,22193.0,10606.0,28486.0,0.6
1562,2014_15,Maine Maritime Academy,Castine,ME,Bachelor's,NO,78.63,1024.0,500.0,525.0,22.0,1031.0,94.86,0.58,0.78,0.68,23940.0,12400.0,24040.0,0.7
1563,2014_15,University of Maine at Presque Isle,Presque Isle,ME,Bachelor's,NO,,,,,,847.0,79.81,1.42,1.42,0.24,16437.0,7300.0,10600.0,0.43
1564,2014_15,University of New England,Biddeford,ME,Bachelor's,NO,85.68,1073.0,530.0,535.0,24.0,2217.0,74.06,1.44,0.14,2.98,49671.0,34080.0,34080.0,0.57
1567,2014_15,Maine College of Art,Portland,ME,Bachelor's,NO,97.33,,,,,420.0,81.67,1.43,5.71,2.14,44429.0,31670.0,31670.0,0.46
1568,2014_15,Saint Joseph's College of Maine,Standish,ME,Bachelor's,NO,78.53,965.0,480.0,485.0,,1817.0,61.03,2.09,1.65,0.99,44825.0,31920.0,31920.0,0.63
1571,2014_15,University of Southern Maine,Portland,ME,Bachelor's,NO,83.95,998.0,500.0,495.0,22.0,5783.0,81.48,3.27,2.09,2.42,22083.0,7796.0,18508.0,0.32
1572,2014_15,Thomas College,Waterville,ME,Bachelor's,NO,74.28,,,,,851.0,75.32,3.29,2.23,0.24,34202.0,23460.0,23460.0,0.43
1573,2014_15,Unity College,Unity,ME,Bachelor's,NO,93.1,,,,,585.0,90.43,1.03,2.39,0.17,35580.0,25820.0,25820.0,0.6
1583,2014_15,University of Baltimore,Baltimore,MD,Bachelor's,NO,62.04,920.0,470.0,450.0,,3444.0,33.83,47.44,5.2,4.44,21225.0,8018.0,18396.0,0.43
1584,2014_15,Bowie State University,Bowie,MD,Bachelor's,NO,55.06,867.0,445.0,430.0,17.0,4401.0,2.39,87.32,2.68,1.34,19456.0,7299.0,17875.0,0.33
1585,2014_15,Capitol Technology University,Laurel,MD,Bachelor's,NO,70.5,1075.0,530.0,570.0,21.0,406.0,45.07,31.03,10.59,4.43,31864.0,22896.0,22896.0,0.41
1589,2014_15,Washington Adventist University,Takoma Park,MD,Bachelor's,NO,44.92,854.0,420.0,420.0,20.0,790.0,9.87,56.46,11.9,6.84,29547.0,21395.0,21395.0,0.4
1590,2014_15,Coppin State University,Baltimore,MD,Bachelor's,NO,43.12,880.0,435.0,445.0,,2652.0,1.47,82.58,2.19,0.19,15837.0,6624.0,11885.0,0.18
1594,2014_15,Frostburg State University,Frostburg,MD,Bachelor's,NO,58.51,967.0,490.0,485.0,20.0,4765.0,57.23,29.57,4.89,1.7,20046.0,7982.0,19274.0,0.49
1596,2014_15,Goucher College,Baltimore,MD,Bachelor's,NO,75.69,,,,,1463.0,67.12,10.12,8.48,3.42,52462.0,40558.0,40558.0,0.64
1600,2014_15,Hood College,Frederick,MD,Bachelor's,NO,80.69,,,,,1330.0,65.34,12.93,7.82,3.53,46747.0,34120.0,34120.0,0.71
1603,2014_15,Johns Hopkins University,Baltimore,MD,Bachelor's,NO,16.08,1439.0,705.0,730.0,33.0,6039.0,45.16,5.33,11.77,20.4,61481.0,47060.0,47060.0,0.93
1606,2014_15,Loyola University Maryland,Baltimore,MD,Bachelor's,NO,59.63,,,,,4062.0,78.75,5.07,9.4,3.3,57775.0,44090.0,44090.0,0.82
1608,2014_15,University of Maryland Global Campus,Adelphi,MD,Bachelor's,NO,,,,,,33892.0,42.31,27.01,11.01,4.42,13525.0,6744.0,12336.0,0.08
1609,2014_15,University of Maryland Baltimore,Baltimore,MD,Bachelor's,NO,,,,,,786.0,57.38,15.78,3.94,13.74,,,,
1610,2014_15,University of Maryland-Baltimore County,Baltimore,MD,Bachelor's,NO,59.61,1213.0,590.0,620.0,27.0,11274.0,44.2,16.45,5.94,20.06,21941.0,10384.0,22682.0,0.61
1611,2014_15,University of Maryland-College Park,College Park,MD,Bachelor's,NO,47.93,1315.0,640.0,675.0,,26532.0,52.51,12.75,9.29,15.97,23258.0,9427.0,29720.0,0.85
1612,2014_15,Maryland Institute College of Art,Baltimore,MD,Bachelor's,NO,54.16,1165.0,595.0,570.0,,1907.0,52.18,5.72,6.4,12.43,54684.0,42390.0,42390.0,0.72
1613,2014_15,University of Maryland Eastern Shore,Princess Anne,MD,Bachelor's,NO,61.27,842.0,430.0,415.0,17.0,3441.0,10.17,73.67,2.12,0.96,21472.0,7287.0,16311.0,0.37
1617,2014_15,Morgan State University,Baltimore,MD,Bachelor's,NO,65.25,874.0,440.0,440.0,18.0,6239.0,2.04,84.73,3.32,1.12,21666.0,7378.0,16862.0,0.32
1618,2014_15,Mount St. Mary's University,Emmitsburg,MD,Bachelor's,NO,66.87,1048.0,530.0,520.0,22.0,1806.0,71.1,10.52,9.36,2.33,48273.0,36021.0,36021.0,0.64
1619,2014_15,Ner Israel Rabbinical College,Baltimore,MD,Bachelor's,NO,77.94,,,,,305.0,92.79,0.0,0.0,0.0,20850.0,10300.0,10300.0,0.39
1621,2014_15,Notre Dame of Maryland University,Baltimore,MD,Bachelor's,NO,49.46,1048.0,520.0,515.0,25.0,1153.0,56.81,27.32,5.72,5.98,42859.0,33010.0,33010.0,0.58
1626,2014_15,Salisbury University,Salisbury,MD,Bachelor's,NO,54.69,,,,,7782.0,72.5,12.18,4.06,2.53,21784.0,8560.0,16906.0,0.66
1627,2014_15,St. Mary's College of Maryland,St. Mary's City,MD,Bachelor's,NO,78.87,1188.0,612.0,582.0,26.0,1668.0,72.96,8.15,7.25,2.76,29172.0,13824.0,28674.0,0.81
1628,2014_15,Sojourner-Douglass College,Baltimore,MD,Bachelor's,NO,,,,,,659.0,3.49,86.65,0.46,0.46,27030.0,9830.0,9830.0,0.25
1629,2014_15,St. John's College,Annapolis,MD,Bachelor's,NO,86.96,1323.0,700.0,625.0,30.0,429.0,74.59,1.4,7.46,2.8,58321.0,47726.0,47726.0,0.72
1631,2014_15,Towson University,Towson,MD,Bachelor's,NO,59.21,1082.0,540.0,545.0,23.0,18546.0,63.35,16.24,5.96,4.94,21973.0,8590.0,20268.0,0.68
1634,2014_15,United States Naval Academy,Annapolis,MD,Bachelor's,NO,7.94,1285.0,625.0,660.0,,4511.0,64.64,6.87,11.04,6.63,,,,0.89
1635,2014_15,Stevenson University,Stevenson,MD,Bachelor's,NO,62.31,990.0,495.0,500.0,21.0,3778.0,56.14,28.8,4.82,2.99,41569.0,28980.0,28980.0,0.63
1636,2014_15,Washington College,Chestertown,MD,Bachelor's,NO,55.66,,,,,1408.0,75.36,3.34,3.62,1.56,54067.0,42592.0,42592.0,0.74
1637,2014_15,McDaniel College,Westminster,MD,Bachelor's,NO,76.13,1094.0,545.0,545.0,24.0,1649.0,72.89,11.64,5.28,3.46,47966.0,38350.0,38350.0,0.68
1640,2014_15,New England College of Business and Finance,Boston,MA,Bachelor's,NO,,,,,,690.0,10.29,15.94,0.14,0.72,14302.0,10525.0,10525.0,
1641,2014_15,American International College,Springfield,MA,Bachelor's,NO,67.57,887.0,438.0,443.0,20.0,1473.0,42.16,25.12,10.45,1.9,42762.0,30940.0,30940.0,0.38
1642,2014_15,Amherst College,Amherst,MA,Bachelor's,NO,13.84,1439.0,724.0,725.0,32.0,1792.0,41.91,12.39,13.11,13.06,61544.0,48526.0,48526.0,0.94
1644,2014_15,Anna Maria College,Paxton,MA,Bachelor's,NO,77.57,,,,,1107.0,72.36,7.86,5.96,1.54,45599.0,34060.0,34060.0,0.4
1646,2014_15,Assumption University,Worcester,MA,Bachelor's,NO,81.3,,,,,2193.0,69.86,4.83,7.11,2.1,47428.0,36160.0,36160.0,0.7
1647,2014_15,Babson College,Wellesley,MA,Bachelor's,NO,26.31,1272.0,615.0,660.0,28.0,2107.0,38.63,4.79,9.73,11.44,60494.0,45120.0,45120.0,0.9
1649,2014_15,Boston Baptist College,Boston,MA,Bachelor's,NO,73.91,875.0,460.0,415.0,,73.0,91.78,2.74,4.11,1.37,31371.0,14836.0,14836.0,0.42
1650,2014_15,Bay Path University,Longmeadow,MA,Bachelor's,NO,63.05,951.0,482.0,470.0,20.0,1574.0,57.56,14.17,16.39,1.46,41344.0,30859.0,30859.0,0.63
1653,2014_15,Becker College,Worcester,MA,Bachelor's,NO,62.47,1015.0,505.0,500.0,23.0,1975.0,69.37,7.75,10.18,1.67,45609.0,32870.0,32870.0,0.31
1654,2014_15,Bentley University,Waltham,MA,Bachelor's,NO,46.11,1247.0,590.0,650.0,28.0,4190.0,60.48,3.08,7.06,8.47,56768.0,42511.0,42511.0,0.88
1655,2014_15,Berklee College of Music,Boston,MA,Bachelor's,NO,40.38,,,,,4743.0,37.59,5.38,8.37,3.67,58249.0,38910.0,38910.0,0.49
1658,2014_15,Boston Architectural College,Boston,MA,Bachelor's,NO,,,,,,352.0,51.14,6.25,16.76,8.52,37970.0,19706.0,19706.0,0.1
1660,2014_15,Boston College,Chestnut Hill,MA,Bachelor's,NO,33.91,1380.0,675.0,690.0,32.0,9483.0,60.75,4.01,10.14,9.52,60690.0,47436.0,47436.0,0.91
1661,2014_15,The Boston Conservatory,Boston,MA,Bachelor's,NO,39.04,,,,,505.0,56.83,4.55,7.52,6.53,60057.0,42326.0,42326.0,0.66
1662,2014_15,Boston University,Boston,MA,Bachelor's,NO,34.51,1300.0,625.0,675.0,29.0,16457.0,45.64,3.42,9.71,13.41,61396.0,46664.0,46664.0,0.85
1663,2014_15,Brandeis University,Waltham,MA,Bachelor's,NO,35.22,1369.0,650.0,715.0,31.0,3715.0,48.53,5.01,6.86,12.81,61023.0,47558.0,47558.0,0.91
1664,2014_15,Bridgewater State University,Bridgewater,MA,Bachelor's,NO,79.31,991.0,490.0,500.0,22.0,9500.0,78.28,9.03,5.96,1.78,19877.0,8353.0,14493.0,0.59
1668,2014_15,Cambridge College,Boston,MA,Bachelor's,NO,,,,,,1134.0,17.28,35.36,27.87,2.65,24440.0,13608.0,13608.0,0.03
1672,2014_15,Clark University,Worcester,MA,Bachelor's,NO,54.03,,,,,2239.0,60.07,3.8,5.98,6.74,48366.0,40730.0,40730.0,0.78
1674,2014_15,Curry College,Milton,MA,Bachelor's,NO,86.88,948.0,475.0,475.0,20.0,2843.0,68.62,9.04,5.24,1.69,48778.0,35725.0,35725.0,0.45
1679,2014_15,Eastern Nazarene College,Quincy,MA,Bachelor's,NO,52.87,918.0,465.0,460.0,19.0,1054.0,53.23,22.3,13.28,1.9,37563.0,29012.0,29012.0,0.47
1680,2014_15,Emerson College,Boston,MA,Bachelor's,NO,49.18,1244.0,630.0,605.0,28.0,3757.0,66.57,2.66,10.17,4.18,53499.0,37350.0,37350.0,0.8
1681,2014_15,Emmanuel College,Boston,MA,Bachelor's,NO,69.3,1093.0,550.0,540.0,24.0,1967.0,71.94,5.29,6.96,3.46,51082.0,35532.0,35532.0,0.64
1682,2014_15,Endicott College,Beverly,MA,Bachelor's,NO,73.15,,,,,2781.0,82.16,3.02,4.28,1.19,45323.0,29494.0,29494.0,0.73
1686,2014_15,Fitchburg State University,Fitchburg,MA,Bachelor's,NO,72.31,1004.0,495.0,510.0,21.0,4134.0,74.58,7.4,9.6,2.2,17894.0,9260.0,15340.0,0.57
1687,2014_15,Framingham State University,Framingham,MA,Bachelor's,NO,62.26,1011.0,505.0,505.0,22.0,4329.0,75.01,7.9,9.45,2.68,22097.0,8320.0,14400.0,0.51
1689,2014_15,Gordon College,Wenham,MA,Bachelor's,NO,88.37,1161.0,580.0,575.0,26.0,1703.0,75.4,3.82,6.64,3.46,44699.0,34390.0,34390.0,0.72
1693,2014_15,Hampshire College,Amherst,MA,Bachelor's,NO,66.64,,,,,1358.0,68.34,3.68,9.5,2.28,60048.0,48065.0,48065.0,0.75
1694,2014_15,Harvard University,Cambridge,MA,Bachelor's,NO,5.96,1501.0,750.0,755.0,34.0,7236.0,45.27,6.81,9.84,18.01,59950.0,43938.0,43938.0,0.98
1695,2014_15,Hebrew College,Newton Centre,MA,Bachelor's,NO,,,,,,2.0,100.0,0.0,0.0,0.0,,,,
1696,2014_15,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,Bachelor's,NO,,,,,,81.0,86.42,0.0,1.23,0.0,38405.0,22339.0,22339.0,0.53
1698,2014_15,College of the Holy Cross,Worcester,MA,Bachelor's,NO,43.34,,,,,2754.0,69.32,3.96,10.71,4.97,57754.0,45692.0,45692.0,0.92
1703,2014_15,Lasell University,Newton,MA,Bachelor's,NO,76.32,974.0,485.0,490.0,21.0,1727.0,74.46,6.25,8.74,1.97,44737.0,31000.0,31000.0,0.57
1705,2014_15,Lesley University,Cambridge,MA,Bachelor's,NO,71.49,1086.0,560.0,525.0,24.0,1727.0,68.33,5.5,8.98,3.65,48818.0,24375.0,24375.0,0.58
1708,2014_15,University of Massachusetts-Lowell,Lowell,MA,Bachelor's,NO,62.01,1145.0,555.0,590.0,25.0,12190.0,65.64,5.95,9.27,8.48,23628.0,12447.0,27400.0,0.54
1712,2014_15,University of Massachusetts-Amherst,Amherst,MA,Bachelor's,NO,61.39,1217.0,595.0,620.0,27.0,21864.0,67.93,3.76,4.86,8.38,26207.0,13443.0,28998.0,0.75
1713,2014_15,University of Massachusetts-Boston,Boston,MA,Bachelor's,NO,70.77,1050.0,515.0,535.0,,12108.0,38.64,15.55,12.64,11.98,19355.0,11966.0,28390.0,0.42
1715,2014_15,MCPHS University,Boston,MA,Bachelor's,NO,84.01,1074.0,520.0,560.0,23.0,3944.0,41.94,5.45,3.63,25.0,44449.0,30400.0,30400.0,0.71
1716,2014_15,Massachusetts College of Art and Design,Boston,MA,Bachelor's,NO,72.94,1077.0,550.0,520.0,25.0,1781.0,65.36,2.98,8.65,7.19,25838.0,11225.0,29925.0,0.7
1717,2014_15,Massachusetts Institute of Technology,Cambridge,MA,Bachelor's,NO,7.88,1500.0,725.0,770.0,34.0,4476.0,36.77,5.61,16.13,24.6,59020.0,45016.0,45016.0,0.91
1718,2014_15,Massachusetts Maritime Academy,Buzzards Bay,MA,Bachelor's,NO,61.6,1105.0,520.0,590.0,23.0,1395.0,88.32,2.37,2.87,2.72,22073.0,7250.0,22304.0,0.7
1723,2014_15,Merrimack College,North Andover,MA,Bachelor's,NO,77.77,,,,,2985.0,68.58,3.25,5.73,1.41,47996.0,36215.0,36215.0,0.68
1724,2014_15,MGH Institute of Health Professions,Boston,MA,Bachelor's,NO,,,,,,193.0,72.54,6.74,7.25,9.33,,,,
1726,2014_15,Montserrat College of Art,Beverly,MA,Bachelor's,NO,,,,,,380.0,65.53,5.0,6.84,1.58,39585.0,28700.0,28700.0,0.52
1727,2014_15,Mount Holyoke College,South Hadley,MA,Bachelor's,NO,54.7,,,,,2161.0,46.6,6.15,7.73,10.23,55454.0,42656.0,42656.0,0.8
1728,2014_15,Mount Ida College,Newton,MA,Bachelor's,NO,68.49,886.0,445.0,440.0,19.0,1290.0,58.91,10.85,11.09,2.48,44219.0,30447.0,30447.0,0.41
1731,2014_15,School of the Museum of Fine Arts at Tufts University,Boston,MA,Bachelor's,NO,90.35,,,,,311.0,49.52,3.22,13.5,3.54,54786.0,40348.0,40348.0,0.51
1734,2014_15,The New England Conservatory of Music,Boston,MA,Bachelor's,NO,29.14,,,,,389.0,40.36,1.54,4.37,10.54,55870.0,41405.0,41405.0,0.88
1735,2014_15,New England College of Optometry,Boston,MA,Bachelor's,NO,,,,,,,,,,,,,,
1739,2014_15,Newbury College,Brookline,MA,Bachelor's,NO,70.26,,,,,871.0,37.31,35.94,14.01,5.63,42593.0,29930.0,29930.0,0.35
1740,2014_15,Nichols College,Dudley,MA,Bachelor's,NO,76.28,,,,,1312.0,81.17,6.02,6.78,1.45,46377.0,32370.0,32370.0,0.48
1741,2014_15,Massachusetts College of Liberal Arts,North Adams,MA,Bachelor's,NO,72.27,977.0,495.0,480.0,21.0,1517.0,75.94,9.36,7.25,1.71,20552.0,8975.0,17920.0,0.52
1744,2014_15,The New England Institute of Art,Brookline,MA,Bachelor's,NO,,,,,,555.0,20.54,7.39,17.84,2.34,33933.0,18760.0,18760.0,0.37
1745,2014_15,Northeastern University,Boston,MA,Bachelor's,NO,32.22,1420.0,700.0,720.0,32.0,13492.0,49.13,3.36,6.75,10.92,57981.0,43440.0,43440.0,0.82
1747,2014_15,College of Our Lady of the Elms,Chicopee,MA,Bachelor's,NO,78.97,946.0,470.0,480.0,19.0,1336.0,52.02,7.34,8.76,2.69,41625.0,31188.0,31188.0,0.78
1748,2014_15,Pine Manor College,Chestnut Hill,MA,Bachelor's,NO,67.84,780.0,385.0,395.0,,401.0,6.73,27.68,16.21,2.49,38346.0,26180.0,26180.0,0.35
1752,2014_15,Regis College,Weston,MA,Bachelor's,NO,75.91,,,,,1166.0,47.26,20.07,10.46,6.43,48392.0,35750.0,35750.0,0.45
1754,2014_15,Saint John's Seminary,Brighton,MA,Bachelor's,NO,,,,,,28.0,78.57,0.0,0.0,10.71,,21650.0,21650.0,
1755,2014_15,Salem State University,Salem,MA,Bachelor's,NO,70.57,984.0,490.0,494.0,21.0,7180.0,68.43,8.79,11.73,3.25,20484.0,8646.0,14786.0,0.46
1757,2014_15,Simmons University,Boston,MA,Bachelor's,NO,52.16,1170.0,590.0,575.0,26.0,1611.0,67.66,6.02,6.21,9.62,52348.0,36230.0,36230.0,0.67
1759,2014_15,Smith College,Northampton,MA,Bachelor's,NO,42.21,,,,,2563.0,46.04,4.76,9.33,13.03,60167.0,44724.0,44724.0,0.87
1761,2014_15,Springfield College,Springfield,MA,Bachelor's,NO,70.87,1025.0,510.0,530.0,20.0,2136.0,83.05,4.63,5.01,0.8,45887.0,33455.0,33455.0,0.69
1763,2014_15,University of Massachusetts-Dartmouth,North Dartmouth,MA,Bachelor's,NO,76.82,1025.0,505.0,520.0,22.0,7185.0,65.76,12.67,7.88,3.48,24104.0,11681.0,24619.0,0.47
1764,2014_15,Stonehill College,Easton,MA,Bachelor's,NO,76.96,,,,,2274.0,83.91,4.27,4.53,2.24,51977.0,37426.0,37426.0,0.82
1765,2014_15,Suffolk University,Boston,MA,Bachelor's,NO,83.91,1049.0,515.0,525.0,24.0,5274.0,39.17,5.59,11.47,7.94,46152.0,32660.0,32660.0,0.55
1767,2014_15,Tufts University,Medford,MA,Bachelor's,NO,17.24,1423.0,720.0,720.0,32.0,5143.0,57.5,4.02,6.71,11.02,61000.0,48643.0,48643.0,0.92
1768,2014_15,Wellesley College,Wellesley,MA,Bachelor's,NO,30.11,1390.0,695.0,690.0,32.0,2172.0,41.53,5.76,9.3,24.22,59092.0,45078.0,45078.0,0.91
1769,2014_15,Wentworth Institute of Technology,Boston,MA,Bachelor's,NO,82.64,1116.0,535.0,580.0,25.0,4295.0,60.7,4.8,3.28,6.5,46112.0,30765.0,30765.0,0.64
1770,2014_15,Western New England University,Springfield,MA,Bachelor's,NO,80.15,1077.0,520.0,550.0,24.0,2722.0,74.21,5.77,8.05,3.16,47447.0,33466.0,33466.0,0.59
1771,2014_15,Westfield State University,Westfield,MA,Bachelor's,NO,74.56,997.0,495.0,505.0,21.0,5429.0,78.49,4.29,8.29,1.16,20536.0,8682.0,14762.0,0.63
1772,2014_15,Wheaton College,Norton,MA,Bachelor's,NO,69.63,,,,,1575.0,68.51,5.71,7.24,4.25,58422.0,46423.0,46423.0,0.77
1773,2014_15,Wheelock College,Boston,MA,Bachelor's,NO,87.52,963.0,490.0,475.0,20.0,867.0,59.75,10.84,11.65,3.46,46164.0,32830.0,32830.0,0.55
1774,2014_15,Williams College,Williamstown,MA,Bachelor's,NO,19.32,1452.0,735.0,720.0,33.0,2019.0,55.57,7.13,12.04,10.9,61850.0,48310.0,48310.0,0.95
1775,2014_15,Worcester Polytechnic Institute,Worcester,MA,Bachelor's,NO,43.78,,,,,4123.0,62.16,2.35,7.91,4.73,57637.0,44222.0,44222.0,0.85
1776,2014_15,Worcester State University,Worcester,MA,Bachelor's,NO,61.3,997.0,490.0,505.0,22.0,5063.0,71.78,6.95,9.14,3.83,18252.0,8557.0,14637.0,0.53
1777,2014_15,Adrian College,Adrian,MI,Bachelor's,NO,61.89,1009.0,500.0,490.0,22.0,1570.0,72.8,9.62,5.1,0.64,43341.0,32660.0,32660.0,0.57
1778,2014_15,Albion College,Albion,MI,Bachelor's,NO,60.79,1125.0,550.0,580.0,25.0,1249.0,79.9,3.76,3.68,1.84,48073.0,37485.0,37485.0,0.72
1781,2014_15,Alma College,Alma,MI,Bachelor's,NO,71.98,1101.0,519.0,504.0,24.0,1362.0,83.55,3.3,3.67,1.47,44636.0,34220.0,34220.0,0.61
1783,2014_15,Andrews University,Berrien Springs,MI,Bachelor's,NO,36.88,1081.0,540.0,535.0,24.0,1629.0,27.32,20.63,13.32,13.57,35017.0,26256.0,26256.0,0.59
1784,2014_15,Aquinas College,Grand Rapids,MI,Bachelor's,NO,72.01,1090.0,,,24.0,1734.0,84.49,2.83,5.71,1.1,36965.0,27906.0,27906.0,0.52
1790,2014_15,Calvin University,Grand Rapids,MI,Bachelor's,NO,73.14,1182.0,580.0,595.0,26.0,3825.0,74.64,2.46,3.32,4.42,40694.0,29635.0,29635.0,0.74
1794,2014_15,Central Michigan University,Mount Pleasant,MI,Bachelor's,NO,69.27,1050.0,519.0,532.0,23.0,20297.0,79.54,7.83,3.3,0.95,21828.0,11550.0,23670.0,0.56
1797,2014_15,Cleary University,Howell,MI,Bachelor's,NO,79.29,990.0,,,21.0,438.0,80.59,6.62,2.51,1.37,18625.0,19200.0,19200.0,0.45
1798,2014_15,Concordia University-Ann Arbor,Ann Arbor,MI,Bachelor's,NO,75.88,1030.0,,,22.0,628.0,76.43,10.19,3.03,0.64,34904.0,25160.0,25160.0,0.36
1800,2014_15,College for Creative Studies,Detroit,MI,Bachelor's,NO,45.61,1010.0,,,22.0,1376.0,58.5,8.87,3.92,4.22,48413.0,37092.0,37092.0,0.62
1801,2014_15,Davenport University,Grand Rapids,MI,Bachelor's,NO,93.38,,,,,6348.0,63.26,14.4,1.39,2.17,25082.0,15072.0,15072.0,0.4
1807,2014_15,University of Detroit Mercy,Detroit,MI,Bachelor's,NO,69.06,1110.0,534.0,587.0,24.0,2677.0,56.22,10.87,2.88,3.96,49617.0,37320.0,37320.0,0.54
1810,2014_15,Eastern Michigan University,Ypsilanti,MI,Bachelor's,NO,68.87,1028.0,490.0,505.0,22.0,17723.0,65.95,19.65,4.03,2.29,19532.0,9663.0,25706.0,0.37
1811,2014_15,Ferris State University,Big Rapids,MI,Bachelor's,NO,78.42,1010.0,,,22.0,12632.0,79.24,7.47,3.71,1.33,21215.0,10677.0,16467.0,0.43
1814,2014_15,Kettering University,Flint,MI,Bachelor's,NO,71.64,1223.0,585.0,625.0,27.0,1689.0,76.44,4.03,3.08,3.14,51277.0,36980.0,36980.0,0.57
1817,2014_15,Cornerstone University,Grand Rapids,MI,Bachelor's,NO,68.84,1051.0,536.0,522.0,23.0,2020.0,78.66,12.33,4.36,1.14,34889.0,25112.0,25112.0,0.45
1820,2014_15,Grand Valley State University,Allendale,MI,Bachelor's,NO,80.43,1089.0,520.0,553.0,24.0,21561.0,83.25,5.22,4.52,1.92,21907.0,10752.0,15408.0,0.65
1821,2014_15,Great Lakes Christian College,Lansing,MI,Bachelor's,NO,,,,,,160.0,64.38,22.5,0.0,1.25,25648.0,14890.0,14890.0,0.3
1823,2014_15,Hope College,Holland,MI,Bachelor's,NO,77.41,1185.0,595.0,590.0,26.0,3312.0,83.88,2.48,7.61,1.57,39856.0,29560.0,29560.0,0.8
1827,2014_15,Kalamazoo College,Kalamazoo,MI,Bachelor's,NO,69.65,1239.0,604.0,620.0,28.0,1431.0,61.71,5.31,9.43,6.01,50800.0,41161.0,41161.0,0.82
1833,2014_15,Lake Superior State University,Sault Ste Marie,MI,Bachelor's,NO,91.09,1028.0,465.0,505.0,22.0,2213.0,79.26,1.27,1.76,0.54,19524.0,10253.0,15317.0,0.46
1835,2014_15,Lawrence Technological University,Southfield,MI,Bachelor's,NO,57.42,1127.0,540.0,595.0,25.0,2798.0,48.93,5.65,2.54,17.12,41064.0,30200.0,30200.0,0.44
1838,2014_15,Madonna University,Livonia,MI,Bachelor's,NO,58.59,1049.0,510.0,515.0,23.0,2841.0,63.71,13.09,3.84,0.7,24763.0,17390.0,17390.0,0.5
1839,2014_15,Marygrove College,Detroit,MI,Bachelor's,NO,48.42,800.0,,,17.0,881.0,16.57,62.88,4.88,0.23,27622.0,20336.0,20336.0,0.18
1840,2014_15,Rochester University,Rochester Hills,MI,Bachelor's,NO,40.59,972.0,552.0,476.0,21.0,976.0,52.77,16.09,2.25,0.92,26820.0,20486.0,20486.0,0.45
