"Color","University.Name","Completion.Rate..4.year.institutions","Undergraduate.Enrollment","Average.Cost.per.Academic.Year","Year"
"Normal","Northern Vermont University",40,1897,24294,"2019_20"
"Normal","Marlboro College",46,151,58017,"2019_20"
"Normal","Middlebury College",93,2555,71980,"2019_20"
"Normal","New England Culinary Institute",74,58,40231,"2019_20"
"Normal","Norwich University",61,3196,57596,"2019_20"
"Normal","Saint Michael's College",83,1551,59582,"2019_20"
"Normal","Sterling College",75,119,50489,"2019_20"
"Normal","University of Vermont",77,10700,33467,"2019_20"
"Normal","Averett University",42,884,46388,"2019_20"
"Normal","Bluefield College",34,829,37295,"2019_20"
"Normal","Bridgewater College",59,1709,50136,"2019_20"
"Normal","William & Mary",90,6240,39221,"2019_20"
"Normal","Regent University",57,4121,28997,"2019_20"
"Normal","Christopher Newport University",78,4826,30802,"2019_20"
"Normal","Radford University-Carilion",53,706,42364,"2019_20"
"Normal","Emory & Henry College",54,999,49575,"2019_20"
"Normal","Eastern Mennonite University",58,967,50236,"2019_20"
"Normal","Ferrum College",29,1044,47923,"2019_20"
"Normal","George Mason University",71,26013,26773,"2019_20"
"Normal","Hampden-Sydney College",68,993,62174,"2019_20"
"Normal","Hampton University",60,3705,42334,"2019_20"
"Normal","Hollins University",66,666,55101,"2019_20"
"Normal","James Madison University",84,19655,27221,"2019_20"
"Normal","Liberty University",47,46438,39490,"2019_20"
"Normal","Longwood University",66,3618,27100,"2019_20"
"Normal","University of Lynchburg",58,1850,52529,"2019_20"
"Normal","Mary Baldwin University",38,1367,43325,"2019_20"
"Normal","University of Mary Washington",65,4160,27127,"2019_20"
"Normal","Marymount University",58,2127,47854,"2019_20"
"Normal","Norfolk State University",36,5083,24430,"2019_20"
"Normal","Old Dominion University",53,18965,24935,"2019_20"
"Normal","Radford University",55,7214,23893,"2019_20"
"Normal","Randolph-Macon College",68,1530,54811,"2019_20"
"Normal","Randolph College",51,547,57365,"2019_20"
"Normal","University of Richmond",89,3110,66905,"2019_20"
"Normal","Roanoke College",70,1953,59836,"2019_20"
"Normal","Shenandoah University",60,2036,46501,"2019_20"
"Normal","Southeastern Free Will Baptist Bible College",62,58,17663,"2019_20"
"Normal","Southern Virginia University",31,1052,28100,"2019_20"
"Normal","Strayer University-Virginia",48,4319,28149,"2019_20"
"Normal","Sweet Briar College",34,334,37744,"2019_20"
"Normal","The University of Virginia's College at Wise",44,1122,22289,"2019_20"
"Normal","Virginia Polytechnic Institute and State University",86,29196,26834,"2019_20"
"Normal","Virginia Commonwealth University",67,22065,31235,"2019_20"
"Single","University of Virginia-Main Campus",95,16723,33493,"2019_20"
"Normal","Virginia Military Institute",79,1698,31494,"2019_20"
"Normal","Virginia State University",38,4019,23239,"2019_20"
"Normal","Virginia Union University",29,1070,31395,"2019_20"
"Normal","Virginia Wesleyan University",48,1321,50040,"2019_20"
"Normal","Washington and Lee University",94,1843,70500,"2019_20"
"Normal","Central Washington University",58,10946,22827,"2019_20"
"Normal","Cornish College of the Arts",54,599,57913,"2019_20"
"Normal","Eastern Washington University",54,9829,20432,"2019_20"
"Normal","The Evergreen State College",50,2527,23235,"2019_20"
"Normal","Gonzaga University",85,5128,59439,"2019_20"
"Normal","Heritage University",41,790,26807,"2019_20"
"Normal","Northwest University",58,903,43017,"2019_20"
"Normal","Pacific Lutheran University",69,2650,55217,"2019_20"
"Normal","University of Puget Sound",76,2298,65550,"2019_20"
"Normal","Saint Martin's University",67,1354,50510,"2019_20"
"Normal","Seattle Pacific University",68,2709,58207,"2019_20"
"Normal","Seattle University",74,4618,61104,"2019_20"
"Normal","Walla Walla University",61,1597,37626,"2019_20"
"Normal","Washington State University",60,25653,25762,"2019_20"
"Normal","University of Washington-Seattle Campus",84,30839,26249,"2019_20"
"Normal","Western Washington University",68,15098,23565,"2019_20"
"Normal","Whitman College",90,1545,68082,"2019_20"
"Normal","Whitworth University",75,2403,58434,"2019_20"
"Normal","Alderson Broaddus University",39,821,40669,"2019_20"
"Normal","Appalachian Bible College",65,189,25897,"2019_20"
"Normal","Bethany College",46,503,44153,"2019_20"
"Normal","Bluefield State College",31,1228,15791,"2019_20"
"Normal","University of Charleston",38,1893,43042,"2019_20"
"Normal","Concord University",40,1496,17248,"2019_20"
"Normal","Davis & Elkins College",41,758,41723,"2019_20"
"Normal","Fairmont State University",41,3375,16578,"2019_20"
"Normal","Glenville State College",39,1152,20156,"2019_20"
"Normal","Marshall University",49,7750,19118,"2019_20"
"Normal","Ohio Valley University",37,280,31597,"2019_20"
"Normal","Shepherd University",49,2631,17943,"2019_20"
"Normal","West Virginia State University",31,1643,17848,"2019_20"
"Normal","West Liberty University",45,1941,22089,"2019_20"
"Normal","West Virginia University Institute of Technology",21,1212,18299,"2019_20"
"Normal","West Virginia Wesleyan College",54,1121,45722,"2019_20"
"Normal","West Virginia University",61,20272,22238,"2019_20"
"Normal","Wheeling University",53,526,41676,"2019_20"
"Normal","Alverno College",49,1091,36956,"2019_20"
"Normal","Bellin College",86,383,30865,"2019_20"
"Normal","Beloit College",75,1069,61369,"2019_20"
"Normal","Cardinal Stritch University",50,976,41284,"2019_20"
"Normal","Carroll University",67,2885,43981,"2019_20"
"Normal","Carthage College",66,2622,57402,"2019_20"
"Normal","Concordia University-Wisconsin",64,3028,44512,"2019_20"
"Normal","Edgewood College",64,1330,43449,"2019_20"
"Normal","Lakeland University",48,1706,41431,"2019_20"
"Normal","Lawrence University",79,1425,60141,"2019_20"
"Normal","Maranatha Baptist University",55,580,26382,"2019_20"
"Normal","Marian University",56,1324,38093,"2019_20"
"Normal","Marquette University",82,8259,57369,"2019_20"
"Normal","Milwaukee Institute of Art & Design",59,866,47854,"2019_20"
"Normal","Milwaukee School of Engineering",65,2551,52609,"2019_20"
"Normal","Mount Mary University",65,641,43148,"2019_20"
"Normal","Northland College",54,581,48435,"2019_20"
"Normal","Ripon College",67,765,54416,"2019_20"
"Normal","Saint Norbert College",73,1974,49699,"2019_20"
"Normal","Holy Family College",40,272,41889,"2019_20"
"Normal","Viterbo University",54,1722,40031,"2019_20"
"Normal","University of Wisconsin-Whitewater",62,10410,18109,"2019_20"
"Normal","University of Wisconsin-Eau Claire",67,10331,19684,"2019_20"
"Normal","University of Wisconsin-Green Bay",53,6490,17257,"2019_20"
"Normal","University of Wisconsin-La Crosse",69,9463,17408,"2019_20"
"Normal","Wisconsin Lutheran College",59,988,42513,"2019_20"
"Normal","University of Wisconsin-Oshkosh",61,9897,17893,"2019_20"
"Normal","University of Wisconsin-Parkside",44,3799,16036,"2019_20"
"Normal","Herzing University-Madison",28,1493,29711,"2019_20"
"Normal","University of Wisconsin-Stout",60,7179,19657,"2019_20"
"Normal","University of Wisconsin-Superior",48,2150,18545,"2019_20"
"Normal","University of Wisconsin-Madison",88,31185,25890,"2019_20"
"Normal","University of Wisconsin-Milwaukee",44,19829,21754,"2019_20"
"Normal","University of Wisconsin-Platteville",56,7222,18677,"2019_20"
"Normal","University of Wisconsin-River Falls",58,5399,17406,"2019_20"
"Normal","University of Wisconsin-Stevens Point",60,7349,17759,"2019_20"
"Normal","University of Wyoming",60,9646,19960,"2019_20"
"Normal","University of Guam",38,3169,13590,"2019_20"
"Normal","American University of Puerto Rico",32,367,16987,"2019_20"
"Normal","American University of Puerto Rico",23,517,16789,"2019_20"
"Normal","Universidad Adventista de las Antillas",42,1044,13938,"2019_20"
"Normal","Atlantic University College",45,1617,9625,"2019_20"
"Normal","Universidad Central de Bayamon",24,1074,15091,"2019_20"
"Normal","Columbia Central University-Caguas",49,897,9466,"2019_20"
"Normal","Caribbean University-Bayamon",27,676,9172,"2019_20"
"Normal","Caribbean University-Carolina",35,265,9608,"2019_20"
"Normal","Pontifical Catholic University of Puerto Rico-Arecibo",36,432,14677,"2019_20"
"Normal","Pontifical Catholic University of Puerto Rico-Ponce",46,5202,15450,"2019_20"
"Normal","Universidad Teologica del Caribe",31,430,11659,"2019_20"
"Normal","Universidad Ana G. Mendez-Cupey Campus",30,8345,13131,"2019_20"
"Normal","Conservatory of Music of Puerto Rico",62,358,10997,"2019_20"
"Normal","Escuela de Artes Plasticas y Diseno de Puerto Rico",38,441,11148,"2019_20"
"Normal","Inter American University of Puerto Rico-San German",43,3729,14093,"2019_20"
"Normal","Inter American University of Puerto Rico-Aguadilla",33,3741,13297,"2019_20"
"Normal","Inter American University of Puerto Rico-Arecibo",35,3664,13606,"2019_20"
"Normal","Inter American University of Puerto Rico-Barranquitas",46,1507,13424,"2019_20"
"Normal","Inter American University of Puerto Rico-Metro",35,5313,17551,"2019_20"
"Normal","Inter American University of Puerto Rico-Ponce",44,3856,14506,"2019_20"
"Normal","Inter American University of Puerto Rico-Fajardo",30,1794,13714,"2019_20"
"Normal","Inter American University of Puerto Rico-Guayama",38,1640,13665,"2019_20"
"Normal","Inter American University of Puerto Rico-Bayamon",30,4375,13236,"2019_20"
"Normal","NUC University",29,11224,14973,"2019_20"
"Normal","University of Puerto Rico-Aguadilla",45,2703,12098,"2019_20"
"Normal","University of Puerto Rico-Arecibo",54,3501,15930,"2019_20"
"Normal","University of Puerto Rico-Bayamon",51,3937,9516,"2019_20"
"Normal","University of Puerto Rico-Carolina",42,2941,14735,"2019_20"
"Normal","University of Puerto Rico-Cayey",52,2843,14156,"2019_20"
"Normal","University of Puerto Rico-Humacao",57,3153,15223,"2019_20"
"Normal","University of Puerto Rico-Mayaguez",49,11888,16328,"2019_20"
"Normal","University of Puerto Rico-Ponce",44,2540,12541,"2019_20"
"Normal","University of Puerto Rico-Rio Piedras",56,11135,14329,"2019_20"
"Normal","Universidad Ana G. Mendez-Carolina Campus",34,8092,12864,"2019_20"
"Normal","Universidad del Sagrado Corazon",40,4387,18507,"2019_20"
"Normal","Universidad Central Del Caribe",75,126,15886,"2019_20"
"Normal","Universidad Politecnica de Puerto Rico",14,3659,21021,"2019_20"
"Normal","Pontifical Catholic University of Puerto Rico-Mayaguez",35,1067,13573,"2019_20"
"Normal","Universidad Ana G. Mendez-Gurabo Campus",33,12508,13328,"2019_20"
"Normal","University of the Virgin Islands",31,1744,16993,"2019_20"
"Normal","Stanford University",94,6994,71587,"2019_20"
"Normal","Purdue University-Main Campus",82,34376,22590,"2019_20"
"Normal","St. John's College",61,317,67916,"2019_20"
"Normal","Mid-America Christian University",33,1282,29466,"2019_20"
"Normal","Yeshiva Gedolah of Greater Detroit",20,55,14782,"2019_20"
"Normal","South University-Columbia",17,532,30299,"2019_20"
"Normal","Platt College-Aurora",100,248,41285,"2019_20"
"Normal","Brandman University",60,5937,26276,"2019_20"
"Normal","New College of Florida",64,702,20441,"2019_20"
"Normal","Yeshivah Gedolah Rabbinical College",0,30,17200,"2019_20"
"Normal","Caribbean University-Ponce",44,479,9007,"2019_20"
"Normal","Caribbean University-Vega Baja",46,144,9608,"2019_20"
"Normal","University of Advancing Technology",45,751,26073,"2019_20"
"Normal","California State University-San Marcos",54,14765,22435,"2019_20"
"Normal","Hodges University",26,832,27425,"2019_20"
"Normal","Nossi College of Art",63,309,24786,"2019_20"
"Normal","Yeshiva Gedolah Imrei Yosef D'spinka",60,163,14200,"2019_20"
"Normal","CEM College-Humacao",59,217,12578,"2019_20"
"Normal","Northwest College of Art & Design",52,95,27974,"2019_20"
"Normal","University of Washington-Bothell Campus",69,5332,22415,"2019_20"
"Normal","University of Washington-Tacoma Campus",56,4565,21053,"2019_20"
"Normal","Beacon College",68,416,56466,"2019_20"
"Normal","University of the Potomac-Washington DC Campus",75,39,30077,"2019_20"
"Normal","Rabbi Jacob Joseph School",6,73,19200,"2019_20"
"Normal","Everglades University",52,1757,34322,"2019_20"
"Normal","College of Biblical Studies-Houston",29,460,10178,"2019_20"
"Normal","Watkins College of Art Design & Film",42,150,37876,"2019_20"
"Normal","Soka University of America",89,406,48996,"2019_20"
"Normal","World Mission University",0,190,21785,"2019_20"
"Normal","Southwest University of Visual Arts-Albuquerque",19,20,41492,"2019_20"
"Normal","Schiller International University",67,6,22027,"2019_20"
"Normal","Yeshivas Novominsk",76,157,17500,"2019_20"
"Normal","Rabbinical College of Ohr Shimon Yisroel",44,221,30243,"2019_20"
"Normal","Arizona State University-West",48,4540,22071,"2019_20"
"Normal","California State University-Monterey Bay",63,6615,22069,"2019_20"
"Normal","Capella University",0,10495,21128,"2019_20"
"Normal","Johnson & Wales University-North Miami",52,1252,47273,"2019_20"
"Normal","Messenger College",22,46,22669,"2019_20"
"Normal","Yeshiva D'monsey Rabbinical College",100,80,15221,"2019_20"
"Normal","Arizona State University-Polytechnic",45,4606,22548,"2019_20"
"Normal","Embry-Riddle Aeronautical University-Worldwide",28,10171,23464,"2019_20"
"Normal","Strayer University-Maryland",10,2677,28149,"2019_20"
"Normal","The Creative Center",77,40,40107,"2019_20"
"Normal","San Juan Bautista School of Medicine",33,56,12121,"2019_20"
"Normal","American University of Health Sciences",33,359,34781,"2019_20"
"Normal","Western Governors University",21,98630,12970,"2019_20"
"Normal","Florida Gulf Coast University",50,13452,18666,"2019_20"
"Normal","International Baptist College and Seminary",90,46,24171,"2019_20"
"Normal","University of Connecticut-Waterbury Campus",64,776,18021,"2019_20"
"Normal","University of Connecticut-Avery Point",61,526,17816,"2019_20"
"Normal","University of Connecticut-Stamford",64,2012,22976,"2019_20"
"Normal","University of Management and Technology",60,223,16625,"2019_20"
"Normal","Stratford University",61,1945,21393,"2019_20"
"Normal","American InterContinental University-Atlanta",23,1527,20315,"2019_20"
"Normal","Johnson & Wales University-Denver",52,894,47288,"2019_20"
"Normal","The King's University",16,316,28771,"2019_20"
"Normal","Pacific Islands University",28,54,11571,"2019_20"
"Normal","Pillar College",12,332,35718,"2019_20"
"Normal","Nevada State College",21,4106,19933,"2019_20"
"Normal","California State University-Channel Islands",54,7092,22993,"2019_20"
"Normal","Franklin W Olin College of Engineering",96,347,71950,"2019_20"
"Normal","Grantham University",22,5865,13714,"2019_20"
"Normal","University of the Potomac-VA Campus",100,40,24514,"2019_20"
"Normal","Faith International University",40,98,18722,"2019_20"
"Normal","West Coast University-Los Angeles",38,2215,44481,"2019_20"
"Normal","DigiPen Institute of Technology",56,1070,45725,"2019_20"
"Normal","Dewey University-Hato Rey",50,406,10885,"2019_20"
"Normal","Strayer University-Tennessee",0,3632,28149,"2019_20"
"Normal","Strayer University-Pennsylvania",50,2102,28149,"2019_20"
"Normal","Baptist University of the Americas",35,152,14070,"2019_20"
"Normal","Beis Medrash Heichal Dovid",81,130,18000,"2019_20"
"Normal","American InterContinental University",20,9152,18294,"2019_20"
"Normal","American InterContinental University-Houston",24,235,21105,"2019_20"
"Normal","University of California-Merced",69,8151,34569,"2019_20"
"Normal","Neumont College of Computer Science",54,474,37168,"2019_20"
"Normal","Ave Maria University",58,1093,35910,"2019_20"
"Normal","Ecclesia College",27,205,28150,"2019_20"
"Normal","Los Angeles College of Music",47,288,41592,"2019_20"
"Normal","Uta Mesivta of Kiryas Joel",76,2016,19520,"2019_20"
"Normal","Harrisburg University of Science and Technology",31,682,34763,"2019_20"
"Normal","Eagle Gate College-Layton",89,262,21910,"2019_20"
"Normal","SAE Expression College",57,583,34654,"2019_20"
"Normal","Georgia Gwinnett College",21,11927,17587,"2019_20"
"Normal","SUM Bible College and Theological Seminary",38,459,24861,"2019_20"
"Normal","University of South Florida-St Petersburg",44,3810,20138,"2019_20"
"Normal","Arizona State University-Downtown Phoenix",58,8509,26618,"2019_20"
"Normal","American Public University System",40,35656,16279,"2019_20"
"Normal","Bais Medrash Toras Chesed",14,112,11300,"2019_20"
"Normal","Visible Music College",43,225,29093,"2019_20"
"Normal","University of the West",17,140,22595,"2019_20"
"Normal","South University-Tampa",19,535,24982,"2019_20"
"Normal","Averett University-Non-Traditional Programs",100,218,29320,"2019_20"
"Normal","Strayer University-Alabama",0,1511,28149,"2019_20"
"Normal","Columbia Southern University",22,14276,14560,"2019_20"
"Normal","Trident University International",11,4556,18104,"2019_20"
"Normal","Yeshivas Be'er Yitzchok",62,61,29114,"2019_20"
"Normal","Yeshiva Toras Chaim",17,236,18307,"2019_20"
"Normal","Talmudical Seminary of Bobov",50,418,16000,"2019_20"
"Normal","University of South Florida-Sarasota-Manatee",47,1695,12290,"2019_20"
"Normal","The Art Institute of Austin",25,372,30539,"2019_20"
"Normal","Strayer University-North Carolina",50,5332,28149,"2019_20"
"Normal","Strayer University-New Jersey",0,863,28149,"2019_20"
"Normal","The King's College",53,520,57338,"2019_20"
"Normal","Chamberlain University-Illinois",46,14540,32590,"2019_20"
"Normal","Chamberlain University-Ohio",15,636,31488,"2019_20"
"Normal","Chamberlain University-Arizona",40,641,39815,"2019_20"
"Normal","Yeshiva of Machzikai Hadas",58,468,27414,"2019_20"
"Normal","Providence Christian College",41,151,45580,"2019_20"
"Normal","Polytechnic University of Puerto Rico-Miami",50,71,29250,"2019_20"
"Normal","Polytechnic University of Puerto Rico-Orlando",0,159,20624,"2019_20"
"Normal","University of Minnesota-Rochester",59,554,24921,"2019_20"
"Normal","Chamberlain University-Florida",50,952,31166,"2019_20"
"Normal","Pacific Rim Christian University",38,116,19811,"2019_20"
"Normal","City Vision University",100,70,11600,"2019_20"
"Normal","Antioch College AG",0,30,16527,"2019_20"
"Normal","West Coast University-Orange County",72,2802,44481,"2019_20"
"Normal","West Coast University-Ontario",40,2058,43762,"2019_20"
"Normal","The Art Institute of Virginia Beach",47,243,29917,"2019_20"
"Normal","Strayer University-Georgia",20,7601,28149,"2019_20"
"Normal","Strayer University-South Carolina",20,2663,28149,"2019_20"
"Normal","Strayer University-Texas",0,2796,28149,"2019_20"
"Normal","The Art Institute of San Antonio",21,476,29514,"2019_20"
"Normal","South University-Richmond",32,315,26012,"2019_20"
"Normal","South University-Virginia Beach",20,311,31065,"2019_20"
"Normal","Compass College of Cinematic Arts",94,93,25737,"2019_20"
"Normal","Touro University Worldwide",100,497,29313,"2019_20"
"Normal","Herzing University-Kenosha",35,581,28224,"2019_20"
"Normal","Herzing University-Brookfield",47,549,29364,"2019_20"
"Normal","Strayer University-Global Region",50,7648,28149,"2019_20"
"Normal","Fairfax University of America",15,34,23680,"2019_20"
"Normal","Chamberlain University-Virginia",50,478,39815,"2019_20"
"Normal","National Paralegal College",39,662,19759,"2019_20"
"Normal","North American University",45,228,21318,"2019_20"
"Normal","Keser Torah-Mayan Hatalmud",14,89,17700,"2019_20"
"Normal","John Paul the Great Catholic University",58,271,42967,"2019_20"
"Normal","University of Connecticut-Hartford Campus",66,1531,19176,"2019_20"
"Normal","Chamberlain University-Missouri",50,523,32293,"2019_20"
"Normal","Los Angeles Pacific University",22,1563,24383,"2019_20"
"Normal","South University-Savannah Online",4,3481,26910,"2019_20"
"Normal","Criswell College",29,172,21751,"2019_20"
"Normal","Chamberlain University-Georgia",50,1145,37927,"2019_20"
"Normal","Chamberlain University-Indiana",25,222,37927,"2019_20"
"Normal","Bais HaMedrash and Mesivta of Baltimore",38,72,22100,"2019_20"
"Normal","Yeshiva Gedolah Zichron Leyma",33,22,16750,"2019_20"
"Normal","Be'er Yaakov Talmudic Seminary",44,583,17356,"2019_20"
"Normal","South University-Austin",0,347,31065,"2019_20"
"Normal","California Miramar University",100,86,20830,"2019_20"
"Normal","Grace Mission University",81,121,17944,"2019_20"
"Normal","Mid-South Christian College",50,24,17289,"2019_20"
"Normal","Yeshiva Gedolah Kesser Torah",25,83,19300,"2019_20"
"Normal","Yeshiva Yesodei Hatorah",30,61,19022,"2019_20"
"Normal","Augusta University",40,5241,18844,"2019_20"
"Normal","Middle Georgia State University",23,7123,15653,"2019_20"
"Normal","Veritas Baptist College",0,168,18201,"2019_20"
"Normal","National American University-Georgetown",0,26,20184,"2019_20"
"Normal","DeVry College of New York",21,832,34739,"2019_20"
"Normal","DeVry University-Arizona",33,267,34833,"2019_20"
"Normal","DeVry University-California",28,1682,32427,"2019_20"
"Normal","DeVry University-Colorado",24,118,38223,"2019_20"
"Normal","DeVry University-Florida",33,548,36210,"2019_20"
"Normal","DeVry University-Georgia",19,798,34247,"2019_20"
"Normal","DeVry University-Illinois",28,13965,34334,"2019_20"
"Normal","DeVry University-Missouri",29,61,24439,"2019_20"
"Normal","DeVry University-Nevada",11,54,37747,"2019_20"
"Normal","DeVry University-New Jersey",24,219,29925,"2019_20"
"Normal","DeVry University-Ohio",37,439,31426,"2019_20"
"Normal","DeVry University-Pennsylvania",16,128,37889,"2019_20"
"Normal","DeVry University-Tennessee",0,40,24757,"2019_20"
"Normal","DeVry University-Texas",17,314,36036,"2019_20"
"Normal","DeVry University-Virginia",15,150,37959,"2019_20"
"Normal","University of North Georgia",38,17488,16579,"2019_20"
"Normal","Antioch College",78,95,52562,"2019_20"
"Normal","Arizona State University Digital Immersion",4,34383,24805,"2019_20"
"Single","University of Phoenix-Arizona",15,68833,18427,"2019_20"
"Normal","University of Phoenix-California",22,3697,18188,"2019_20"
"Normal","University of Phoenix-Texas",19,388,18832,"2019_20"
"Normal","CEM College-Mayaguez",44,178,12826,"2019_20"
"Normal","Rabbinical College Ohr Yisroel",68,122,14850,"2019_20"
"Normal","University of North Texas at Dallas",17,3419,20020,"2019_20"
"Normal","Bet Medrash Gadol Ateret Torah",53,90,15850,"2019_20"
"Normal","Yeshiva Ohr Yisrael",25,46,16600,"2019_20"
"Normal","Yeshiva Sholom Shachna",8,99,19227,"2019_20"
"Normal","Beth Medrash Meor Yitzchok",6,164,20150,"2019_20"
"Normal","Bethany Global University",50,322,26478,"2019_20"
"Normal","Kennesaw State University",46,33439,23703,"2019_20"
"Normal","Milligan University",63,796,44301,"2019_20"
"Normal","Husson University",57,2642,30150,"2019_20"
"Normal","Yeshivas Maharit D'Satmar",57,114,23674,"2019_20"
"Normal","Yeshiva Gedolah Shaarei Shmuel",88,90,14900,"2019_20"
"Normal","Seattle Film Institute",86,80,49076,"2019_20"
"Normal","Indiana Wesleyan University-National & Global",38,6859,27500,"2019_20"
"Normal","University of Saint Katherine",7,234,41890,"2019_20"
"Normal","Carolina University",41,348,20752,"2019_20"
"Normal","America Evangelical University",60,35,10915,"2019_20"
"Normal","Yeshiva Bais Aharon",7,31,15175,"2019_20"
"Normal","Purdue University Northwest",38,7546,17323,"2019_20"
"Normal","Union Bible College",20,56,14920,"2019_20"
"Normal","Yeshiva Gedolah of Cliffwood",48,92,14850,"2019_20"
"Normal","Drury University-College of Continuing Professional Studies",12,1236,18496,"2019_20"
"Normal","Indiana Institute of Technology-College of Professional Studies",16,3905,22379,"2019_20"
